Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
SIA/KL/MIN/32032/2019,,,,,Date of Submission for TOR: ,Date of Submission for EC: 28 Feb 2019 ,Non-Coal Mining,M G BABU,Under examination of SEIAA - Processed offline
SIA/KL/MIN/229588/2021,1928/EC4/SEIAA/2021,Kerala,Kozhikode,Kozhikode,Date of Submission for EC: 29 Sep 2021 ,Date of Ec Granted : 06 Jan 2023,Non-Coal Mining,LATERITE BUILDING STONE QUARRY OF SRI MIRSHAD CK,EC Granted
SIA/KL/MIN/45683/2019,1508/EC4/2019/SEIAA,Kerala,Kannur,Taliparamba,Date of Submission for TOR: ,Date of Submission for EC: 29 Nov 2019 ,Non-Coal Mining,LATERITE BUILDING STONE QUARRY OF MR BEERAN K,Delisted
SIA/KL/MIN/126527/2019,1819/EC6/2020/SEIAA,Kerala,Malappuram,Eranad,Date of Submission for EC: 26 Oct 2020 ,Date of Ec Granted : 07 Nov 2022,Non-Coal Mining,GRANITE BUILDING STONE QUARRY OF MR.P.ABBAS PULIKKAL,EC Granted
SIA/KL/MIN/193037/2021,,Kerala,Malappuram,Ernad,Date of Submission for TOR: ,Date of Submission for EC: 16 Jan 2021 ,Non-Coal Mining,CHALIYAR RIVER BASIN,Delisted
SIA/KL/MIN/45319/2019,1499/EC3/2019/SEIAA,Kerala,Kozhikode,Kozhikode,Date of Submission for TOR: ,Date of Submission for EC: 22 Nov 2019 ,Non-Coal Mining,T ABDUL RAHIMAN QUARRY,Delisted
SIA/KL/MIN/229643/2021,1929/EC4/SEIAA/2021,Kerala,Kozhikode,Kozhikode,Date of Submission for EC: 30 Oct 2021 ,Date of Ec Granted : 01 Sep 2022,Non-Coal Mining,LATERITE BUILDING STONE QUARRY OF MOHAMED KUNJI,EC Granted
SIA/KL/MIN/265909/2022,1985/EC1/2022/SEIAA,Kerala,Palakkad,Mannarkad,Date of Submission for EC: 06 Apr 2022 ,Date of Ec Granted : 09 Feb 2023,Non-Coal Mining,ANSAR CHEERATHADAYAN,EC Granted
SIA/KL/MIN/265967/2022,1317/EC2/2019/SEIAA,Kerala,Ernakulam,Muvattupuzha,Date of Submission for EC: 05 Apr 2022 ,Date of Ec Granted : 11 Jul 2022,Non-Coal Mining,JOSEPH BABU,EC Granted
SIA/KL/MIS/288438/2022,2104/EC6/2022/SEIAA,Kerala,Thrissur,Thrissur,Date of Submission for TOR: ,Date of Submission for EC: 21 Sep 2022 ,INFRA-2, FRANCISCAN SISTERS OF ST CLARE CHARITABLE TRUST,ADS by SEAC
SIA/KL/MIN/407320/2022,2171/EC4/2022/SEIAA,Kerala,Kannur,,Date of Submission for TOR: ,Date of Submission for EC: 03 Dec 2022 ,Non-Coal Mining,PUTHIYA SHIJIL,Agenda Uploaded by SEIAA
SIA/KL/MIN/407637/2022,1747/EC1/2022/SEIAA,Kerala,Thiruvananthapuram,,Date of Submission for TOR: ,Date of Submission for EC: 23 Nov 2022 ,Non-Coal Mining,GRANITE BUILDING STONE QUARRY OF ABDUL NAZAR A,Agenda Uploaded by SEIAA
SIA/KL/MIN/76724/2018,,Kerala,Wayanad,Vythiri,Date of Submission for TOR: ,Date of Submission for EC: 28 Aug 2018 ,Non-Coal Mining,IGT PVT LTD,WithdrawEC
SIA/KL/MIN/59167/2016,1097/EC/SEIAA/KL/2017,Kerala,Thiruvananthapuram,Nedumangad,Date of Submission for TOR: ,Date of Submission for EC: 21 Sep 2016 ,Non-Coal Mining,AL FALAH METAL CRUSHER,Accepted By SEAC - EC ISSUED IN 74 SEIAA MEETING
SIA/KL/MIS/105062/2019,1381/EC2/2019/SEIAA,Kerala,Kottayam,Kottayam,Date of Submission for EC: 10 May 2019 ,Date of Ec Granted : 11 Dec 2019,INFRA-2,"GOVT. GENERAL HOSPITAL, KOTTAYAM",EC Granted - Processed offline
SIA/KL/MIN/92869/2019,1234/EC2/2019/SEIAA,Kerala,Malappuram,Ernad,Date of Submission for EC: 25 Jan 2019 ,Date of Ec Granted : 25 Sep 2019,Non-Coal Mining,MANNAYIL GRANITES PVT LTD,EC Granted - Processed offline
SIA/KL/MIN/195057/2021,,Kerala,Kozhikode,Kozhikode,Date of Submission for TOR: ,Date of Submission for EC: 29 Jan 2021 ,Non-Coal Mining,RIVER SAND MINING OF CHALIYAR RIVER,Delisted
SIA/KL/MIS/76057/2022,1449/EC2/2019/SEIAA,Kerala,Thrissur,Thrissur,Date of Submission for EC: 22 Apr 2022 ,Date of Ec Granted : 19 Sep 2022,INFRA-2,MS SOBHA LTD,EC Granted
SIA/KL/MIN/129437/2019,1539/EC3/2019/SEIAA,Kerala,Malappuram,Nilambur,Date of Submission for TOR: ,Date of Submission for EC: 04 Dec 2019 ,Non-Coal Mining,SEBASTIN,Delisted
SIA/KL/NCP/70946/2017,1164/EC/SEIAA/KL/2017,Kerala,Thiruvananthapuram,Thiruvananthapuram,Date of Submission for TOR: ,Date of Submission for EC: 14 Nov 2017 ,INFRA-1,SREE CHITRA THIRUNAL INSTITUTE FOR MEDICAL SCIENCE AND TECHNOLOGY,Accepted By SEAC - EC ISSUED IN 81 SEIAA
SIA/KL/MIN/139351/2020,1714/EC3/2020/SEIAA,Kerala,Ernakulam,Muvattupuzha,Date of Submission for TOR: ,Date of Submission for EC: 07 Aug 2021 ,Non-Coal Mining,SHRI. MANEESH P MOHANAN,Rejection Letter Granted
