"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"35",5,"SIA/CG/MIN/44263/2019","OL/EC/MIN/KOREA/969A","M/S RAMNIWAS PODDAR ORDINARY STONE MINE SAINDA KORIYA","M/S RAMNIWAS PODDAR ORDINARY STONE MINE SAINDA KORIYA","EC Granted","EC",NA
"36",6,"SIA/CG/MIN/49051/2016","","Chicholi Stone Mine","PREM LALA BINJWAR","Delisted","EC",NA
"37",7,"SIA/CG/MIN/32437/2015","","Tirupati Buildcon Pvt Ltd Ordinary stone mine","TIRUPATI BUILDCON PVT LTD","WithdrawEC","EC",NA
"38",8,"SIA/CG/MIN/32446/2015","OL/EC/CLAYMINE/RAIPUR/119","Clay Quarry At Village Kumhari, Raipur (cg)","RAM SA BRICK INDUSTRIES","EC Granted","EC",NA
"39",9,"SIA/CG/MIN/37391/2015","OL/EC/sand_mine/KANKER/272","Nara Sand Mine","SARPANCH NARA","EC Granted","EC",NA
"40",10,"SIA/CG/IND/18008/2016","OL/EC/IND/RAIPUR/535","-1","LINGRAJ STEEL AND POWER PVT LTD","EC Granted","EC",NA
"41",1,"SIA/CG/MIN/160757/2020","OL/EC/MIN/KANKER/1336","KARIHA SAND QUARRY","KANKER SAND QUARRY","EC Granted","EC",NA
"42",2,"SIA/CG/INFRA2/423114/2023","OL/EC/INFRA2/RAIPUR/2354","300 bedded Hospital project “BCM Kokilaben Dhirubhai Ambani Hospital”","BCM WELLNESS LLP","EC Granted","EC",NA
"43",3,"SIA/CG/MIN/442525/2023","OL/EC/MIN/BALODA_BAZAR/2662","Mayank Mani Tripathi","MAYANK TRIPATHI","Under examination of SEIAA after SEAC","EC",NA
"44",4,"SIA/CG/MIS/174475/2020","OL/EC/MIN/BASTAR/1403","Super Specialty Hospital, under PMSSY  (Phase-IV), Jagdalpur","LATE BALIRAM KASHYAP MEMORIAL GOVERNMENT MEDICAL COLLEGE","Under examination of SEIAA after SEAC","EC",NA
"45",5,"SIA/CG/MIN/32282/2015","OL/EC/SANDMINE/DURG/110","babaghatoli sand mine","SARPANCH BABAGHATOLI","EC Granted","EC",NA
"46",6,"SIA/CG/MIN/38736/2016","OL/EC/SANDMINE/SURGUJA/2290","Kantipur Sand project","KANTIPUR GRAM PANCHAYAT","Rejection Letter Granted","EC",NA
"47",7,"SIA/CG/MIN/42243/2016","OL/EC/BRICK_EARTH_QUARRY/BILASPUR/330","Brick Earth Quarry Proponent Om Prakash Vidhani","BRICK EARTH QUARRY PROPONENT OMPRAKASH VIDHANI","Delisted","EC",NA
"48",8,"SIA/CG/MIN/42263/2016","OL/EC/SANDMINE/JANJGIR-CHAMPA/331","barhaguda sand mine","SACHIV BARHAGUDA","EC Granted","EC",NA
"49",9,"SIA/CG/MIN/59524/2016","OL/EC/SANDMINE/MAHASAMUND/508","Lamisarar Sand Mine","SARPANCH UKHARA","Rejection Letter Granted","EC",NA
"50",10,"SIA/CG/MIN/174324/2020","OL/EC/MIN/SURAJPUR/1402","Runiyadih Bricks Earth clay Quarry & Fix Chimney Plant","RUNIYADIH BRICKS EARTHCLAY QUARRY & FIX CHIMNEY BRICKS PLANT","EC Granted","EC",NA
"51",1,"SIA/CG/MIN/129699/2019","OL/EC/MIN/BASTAR/678","Rajoor Limestone Mine","MAGRAJ KHATRI PROPRIETOR PANKAJ STONE CRUSHER INDUSTRIES","EC Granted - Processed offline","EC",NA
"52",2,"SIA/CG/MIN/156121/2020","OL/EC/MIN/RAJNANDGAON/1318","Vaibhav Golchha","VAIBHAV GOLCHHA","EC Granted","EC",NA
"53",3,"SIA/CG/MIN/160455/2020","OL/EC/MIN/B_BAZAAR/1334","Sunsuniya sand mine of Deepak Tripathi","SUNSUNIYA SAND MINE OF DEEPAK TRIPATHI","Rejection Letter Granted","EC",NA
"54",4,"SIA/CG/MIN/186626/2020","","BHEETARRAS ORDINARY SAND MINE DHAMTARI CHHATTISGARH 4.95 HA","BHEETARRAS ORDINARY SAND MINE DHAMTARI CG","Delisted","EC",NA
"55",5,"SIA/CG/MIS/256138/2022","","Installation of Bicable Fixed Grip Passenger Ropeway System at Khallari Mata Temple, Chhattisgarh","ROPEWAY AND RESORTS PRIVATE LIMITED","WithdrawEC","EC",NA
"56",6,"SIA/CG/MIN/43992/2019","","Barbarik Project Limited Chhirralewa A","BARBARIC PROJECT LIMITED SURAJPUR","WithdrawEC","EC",NA
"57",7,"SIA/CG/MIN/42638/2016","OL/EC/SANDMINE/JANJGIR-CHAMPA/350","GRAM PANCHAYAT KUDRI SAND MINE","SARPANCH GRAM PANCHAYAT KUDRI","EC Granted","EC",NA
"58",8,"SIA/CG/NCP/32637/2015","OL/EC/BUILDING_Construction/BILASPUR/136","""RAMA WORLD PHASE # 2"" 
ZODIAC DEALER PRIVATE LIMITED
 (Multi-storied Residential complex)","ZODIAC DEALER PRIVATE LIMITED","EC Granted","EC",NA
"59",9,"SIA/CG/MIN/43871/2019","OL/EC/MIN/RAJNANDGAON/1015","Smt Kavita Parekh (Baldevpur Limestone Mine)","KAVITA PARIKH","For further consideration(SEAC)","EC",NA
"60",1,"SIA/CG/MIN/224584/2021","OL/EC/MIN/BASTAR/1763","Bhaisgaon Limestone Quarry","KARAN BHANUSALI","EC Granted","EC",NA
"61",2,"SIA/CG/MIN/153489/2020","OL/EC/MIN/SURAJPUR/1302","KANTIPUR SAND QUARRY","ASHUTOSH SANYASHI MINING CONSULTANCY","EC Granted - Processed offline","EC",NA
"62",3,"SIA/CG/IND/198136/2021","","m/s mahindra steeps pvt.Ltd","URLA INDUSTRIES AREA","WithdrawEC","EC",NA
"63",4,"SIA/CG/MIN/264836/2022","OL/EC/MIN/KORIYA/1979","Kot Ordinary Stone  Mine of Smt. Ruchi Jaiswal","RUCHI JAISWAL","For further consideration(SEAC)","EC",NA
"64",5,"SIA/CG/MIN/428118/2023","OL/EC/MIN/RAIPUR/2046","M/s Maa Sharda Minerals","ASHISH TIWARI","EC Granted","EC",NA
"65",6,"SIA/CG/MIN/446278/2023","OL/EC/MIN/JANJGIR_CHAMPA/2678","M/s. H.S.Enterprises Proprietor - Neeraj Sharma","NEERAJ SHARMA","Agenda Uploaded by SEAC","EC",NA
"66",7,"SIA/CG/MIN/35844/2015","OL/EC/sand_mine/BALODA_BAZAR/246","Bhalukona Sand Mine","GRAM PANCHAYAT SINGHARI","EC Granted","EC",NA
"67",8,"SIA/CG/MIN/33026/2015","OL/EC/SANDMINE/RAIGARH/162","Gram Panchyat Budiya","SACHIV BUDIYA","EC Granted","EC",NA
"68",9,"SIA/CG/MIN/41945/2016","OL/EC/SANDMINE/BILASPUR/323","PODI SAND MINE","PODI SACHIV PANCHAYAT","EC Granted","EC",NA
"69",10,"SIA/CG/MIN/212646/2021","OL/EC/SANDMINE/GARIABAND/1679","patharri sand mine","PATHARRI SAND MINE","EC Granted","EC",NA
"70",1,"SIA/CG/IND/64628/2017","OL/EC/IND/RAIPUR/599","Rooplaxmi Industries India Pvt Ltd","RUPLAXMI  INDUSTRIES INDIA PVT LTD","EC Granted","EC",NA
"71",2,"SIA/CG/MIN/53446/2016","OL/EC/SANDMINE/DHAMTARI/449","Mohrenga Sand Mine","SARPANCH MOHRENGA","EC Granted","EC",NA
"72",3,"SIA/CG/MIN/199430/2021","OL/EC/MIN/RAIGARH/1565","bokramuda sand mine","BOKRAMUDA SAND MINE","EC Granted","EC",NA
"73",4,"SIA/CG/MIN/146482/2020","OL/EC/MIN/JCHAMPA/1216","Deori Sand Mine of Shashikapur Upadhayay","DEORI SAND MINE OF SHASHIKAPUR UPADHAYAY","EC Granted","EC",NA
"74",5,"SIA/CG/MIN/53285/2016","","SONA MINES AND MINERALS PATORA LIMESTONE MINE","SONA MINES AND MINERALS","Delisted","EC",NA
"75",6,"SIA/CG/IND/20079/2017","","-1","PRIME ISPAT LIMITED","EC Granted","EC",NA
"76",8,"SIA/CG/MIN/144318/2020","OL/EC/MIN/RAJNANDGAON/1191","Bhagirathi Chakradhari 0.561 Ha Joratarai Limestone Mine","BHAGIRATHI CHAKRADHARI","EC Granted","EC",NA
"77",9,"SIA/CG/MIN/149411/2020","OL/EC/MIN/KORBA/1250","Lafinkhurd Sand Mine of Ashish Saluja","LAFINKHURD SAND MINE OF ASHISH SALUJA","EC Granted","EC",NA
"78",10,"SIA/CG/MIN/182421/2020","OL/EC/MIN/BALOD/1463","DINESH CHAND NAKHAT","SHRI DINESH CHAND NAKHAT","EC Granted","EC",NA
"79",1,"SIA/CG/MIN/185356/2020","","Shri Mahesh Kumar Lohani","SHRI SANTOSH KUMAR LOHANI","WithdrawEC","EC",NA
"80",2,"SIA/CG/MIN/221398/2021","OL/EC/MIN/BALRAMPUR/1748","Karasi sand Quarry","NEHA GOYAL","EC Granted","EC",NA
"81",3,"SIA/CG/MIN/199627/2021","OL/EC/MIN/KORIYA/1562","Salka Ordinary Stone Temporary Permit Quarry","SALKA ORDINARY STONE TEMPORARY PERMIT QUARRY OF MS RK TRANSPORT AND CONSTRUCTION LTD","EC Granted","EC",NA
"82",4,"SIA/CG/MIN/410370/2022","","M/S Saraswati Stone Crusher , Pro. - Shri Jayanti Lal Patel , Area - 4.35 acre (1.760 ha.)","JAYANTILAL PATEL","Pending at PP due to eds","EC",NA
"83",5,"SIA/CG/MIN/439086/2023","OL/EC/MIN/MAHASAMUND/2618","lamisarar sand mine","ARVIND SINGH","For further consideration(SEAC)","EC",NA
"84",6,"SIA/CG/MIN/441550/2023","OL/EC/MIN/KORBA/2653","River Bed Mining of Sand of area 4.50 hectares for proposed production capacity of 67500 Cum/Y (ROM) at Village Charpara, Tehsil Darri & District Korba (C.G.)","KHAJANCHI KUMHAR","Agenda Uploaded by SEAC","EC",NA
"85",7,"SIA/CG/MIN/35731/2015","OL/EC/SANDMINE/JASHPUR/237","sand mining","SACHIVTEMPOO","EC Granted","EC",NA
"86",8,"SIA/CG/MIN/53319/2016","","RAJESH DEWANGAN STONE MINE","RAJESH DEWANGAN STONE MINE","Delisted","EC",NA
"87",9,"SIA/CG/MIN/172715/2020","OL/EC/MIN/BILASPUR/1390","Sildaha sand mine of Gopal Prasad Kumhar","SILDAHA SAND MINE OF SHRI GOPAL PRASAD KUMHAR","EC Granted","EC",NA
"88",10,"SIA/CG/MIN/172730/2020","OL/EC/MIN/RAJNANDGAON/1398","Abhinav Tiwari","ABHINAV TIWARI","EC Granted","EC",NA
"89",1,"SIA/CG/MIN/50834/2016","","Flag stone Quarry Village Ghodari","SHRI SUSHIL JANGDE","Delisted","EC",NA
"90",2,"SIA/CG/NCP/63882/2017","OL/EC/NCP/RAIPUR/578","Environment Clearance of proposed layout for Jhanjh lake periphery 			in the villages of jhanjh Tuta and Nawagaon Sector  24 in Naya 				Raipur City District Raipur Chhattisgarh","NAYA RAIPUR DEVELOPMENT AUTHORITY","Delisted","EC",NA
"91",3,"SIA/CG/MIN/46353/2019","OL/EC/MIN/BIJAPUR/1018","K-1 Mangalnar Sand Mine","MANGALNAR SAND  MINE","EC Granted","EC",NA
"92",4,"SIA/CG/MIN/143064/2020","OL/EC/MIN/RAJNANDGAON/1173","Sangeeta Devi Rungta Dumerdihkala Limestone Mine","SANGEETA DEVI RUNGTA","Rejected by SEIAA","EC",NA
"93",5,"SIA/CG/MIN/435890/2023","OL/EC/MIN/KORBA/2265","River Bed Mining of Sand","VIR SINGH","Agenda Uploaded by SEAC","EC",NA
"94",6,"SIA/CG/MIN/20500/2016","OL/EC/Quartzite_stone_Mine/Mahasamund/505","Birkol Quartzite mine (11.41 ha) located at Village-Birkol, Tehsil-Saraipali, District- Mahasamund State-Chhattisgarh by Sh. Ashok Kumar Patel. Project capacity 46,778 TPA","SH ASHOK PATEL","EC Granted","EC",NA
"95",7,"SIA/CG/MIN/45638/2019","OL/EC/MIN/DHAMTARI/990","dabha sand mine","ASHISH DAHRIYA","EC Granted","EC",NA
"96",8,"SIA/CG/MIN/49617/2016","","Flag Stone Quarry","SHRI SHIV KUMAR RATRE","Delisted","EC",NA
"97",9,"SIA/CG/MIN/33339/2014","OL/EC/MIN/RAJNANDGAON/790","MERHA SAND MINES","MERHA SAND MINE","EC Granted","EC",NA
"98",10,"SIA/CG/MIN/34439/2019","OL/EC/LIMESTONEMINE/GARIABANDH/823","pitaiband sand mine","PITAIBAND SAND MINE","EC Granted","EC",NA
"99",1,"SIA/CG/MIN/426822/2023","OL/EC/MIN/RAIGARH/2391","M/s. Dilip Buildcon Limited -Semipali Ordinary Stone Quarry","DILIP BUILDCON LIMITED","Referred Back to SEAC","EC",NA
"100",2,"SIA/CG/MIN/415747/2023","OL/EC/MIN/KORBA/2289","Dadarkala Ordinary Stone Quarry  of M/s. Jai Maa Madwarani Minerals","JAI MAA MADAWARANI MINERALS","EC Granted","EC",NA
"101",3,"SIA/CG/MIN/41655/2019","","Smt. Vinita Raut","VINITA RAUT","Delisted","EC",NA
"102",4,"SIA/CG/MIN/33934/2019","OL/EC/SANDMINE/GARIABAND/804","purnapani sand mine","PURNAPANI SAND MINE","EC Granted","EC",NA
"103",5,"SIA/CG/MIN/67409/2017","OL/EC/BRICKS_QUARRY/JASHPUR/632","Butkachhar Brick Earthclay Quarry Mine and Fix Chimney Brick Plant of Smt Pushpa Prasad","PUSHPA PRASAD","EC Granted","EC",NA
"104",6,"SIA/CG/MIN/202834/2021","","Kirari Limestone Mine","PARASNATH MINERALS 2.87","Delisted","EC",NA
"105",7,"SIA/CG/MIN/194430/2021","OL/EC/MIN/SURAJPUR/1530","V1 BAKALO SAND QUARRY","V1 BAKALO SAND QUARRY","EC Granted","EC",NA
"106",8,"SIA/CG/MIN/131694/2019","OL/EC/MIN/RAJNANDGAON/1124","Shri. Rampradesh Verma","RAMPRADESHVERMA","Under examination of SEIAA after SEAC","EC",NA
"107",9,"SIA/CG/MIN/143742/2020","OL/EC/MIN/RAIGARH/1186","F-1 Dhanuhardera Ordinary Sand Quarry","KULDEEP SINGH AHUJA","EC Granted","EC",NA
"108",10,"SIA/CG/MIN/43127/2019","OL/EC/MIN/B_BAZAAR/958","Dhaneli Dolomite Quarry","GEO MANOJ KUMAR","EC Granted","EC",NA
"109",1,"SIA/CG/MIN/192658/2021","OL/EC/MIN/SURAJPUR/1521","Lakhanpur sand mine of Nadhir Kumar Paikra","LAKHANPUR SAND MINE OF NADHIR KUMAR PAIKARA","EC Granted","EC",NA
"110",2,"SIA/CG/MIN/191125/2021","OL/EC/MIN/RAIGARH/1502","Sohanpur Ordinary Stone  Quarry","SOHANPUR ORDINARY STONE QUARRY OF MS SUNIL KUMAR AGRAWAL LLP","EC Granted","EC",NA
"111",3,"SIA/CG/MIN/191172/2021","OL/EC/MIN/RAIGARH/1504","Sohanpur Ordinary Stone Quarry","SOHANPUR ORDINARY STONE  QUARRY OF MS SUNIL KUMAR AGRAWAL LLP","EC Granted","EC",NA
"112",4,"SIA/CG/MIN/142690/2020","OL/EC/MIN/SURAJPUR/1169","Devipur Ordinary Stone Quarry Mine","DEVIPUR ORDINARY STONE MINE OF ANAND KUMAR SINGHAL","EC Granted","EC",NA
"113",5,"SIA/CG/MIN/138553/2020","OL/EC/MIN/SUKMA/1144","NAGAR PANCHAYAT SUKMA ORDINARY SAND MINE SUKMA CG","NAGAR PANCHAYAT SUKMA ORDINARY SAND MINE SUKMA CG","EC Granted","EC",NA
"114",6,"SIA/CG/MIN/42661/2019","OL/EC/MIN/JANJGIR_CHAMMPA/954","Akaltara Limestone Mine","MS SATGURU MINERALS","EC Granted","EC",NA
"115",7,"SIA/CG/MIN/259276/2022","","HALDIJHARIYA ORDINARY STONE MINE","SUBHASH VERMA","Delisted","EC",NA
"116",8,"SIA/CG/MIN/418380/2023","OL/EC/MIN/BILASPUR/2310","Itwa Brick Earthclay Quarry  of Shobharam Ratre","SHOBHARAM RATRE","For further consideration(SEAC)","EC",NA
"117",1,"SIA/CG/MIN/276033/2022","OL/EC/MIN/RAIPUR/2064","Nakti Khapri Limestone Quarry","TARACHAND AHUJA","Under examination of SEIAA after SEAC","EC",NA
"118",2,"SIA/CG/MIN/429160/2023","OL/EC/MIN/BIJAPUR/2422","Rampuram-1 Sand Quarry","GOTA MEENA","Agenda Uploaded by SEAC","EC",NA
"119",3,"SIA/CG/MIN/129122/2019","OL/EC/MIN/DHAMTARI/1042","RAJPUR SANDSTONE QUARRY(A)","CHEVROX CONSTRUCTION","EC Granted","EC",NA
"120",4,"SIA/CG/MIN/31766/2015","OL/EC/SANDMINE/DHAMTARI/62","","SARPANCH","Rejection Letter Granted","EC",NA
"121",5,"SIA/CG/MIN/31964/2015","","Shri Prashant sing Brick Earth Mine","SHRI PRASHANT SINGH BRICK EARTH MINE","Delisted","EC",NA
"122",6,"SIA/CG/MIN/50528/2016","OL/EC/SANDMINE/RAIGARH/406","nandgaon sand mining","SACHIVNANDGAONMINING","EC Granted","EC",NA
"123",7,"SIA/CG/MIN/181974/2020","","Bhelaikhurd Limestone Mine of Mukesh Agrawal","BHELAIKHURD LIMESTONE MINE OF MUKESH AGRAWAL","Delisted","EC",NA
"124",8,"SIA/CG/MIN/257692/2022","OL/EC/MIN/BASTAR/1959","Bajawand Sand Quarry (K1)","KUSUMLATA SAHU","Awaiting EC","EC",NA
"125",9,"SIA/CG/MIN/78644/2018","OL/EC/MIN/BASTAR/998","Shiv Shakti Metals Takraguda Limestone Mine","ARTI GIRDAR","For further consideration(SEAC)","EC",NA
"126",10,"SIA/CG/MIN/432474/2023","OL/EC/MIN/JANJGIRCHAMPA/1496","Arvind Soni  (Akalsara Dolomite Mine)","ARVIND SONI","Awaiting EC","EC",NA
"127",1,"SIA/CG/MIN/36149/2019","","Tarasgaon Sand Mines","TARASGAON GRAM PANCHAYAT","Delisted","EC",NA
"128",2,"SIA/CG/MIN/144720/2020","OL/EC/MIN/MAHASAMUND/1201","Chingrod Sand Mine of Dilip Kumar Gupta","CHINGROD   SAND MINE OF DILIP KUMAR GUPTA","EC Granted","EC",NA
"129",3,"SIA/CG/IND3/243274/2021","OL/EC/IND/DURG/1845","SHIVAM HITECH STEELS PVT LTD","SHIVAM HITECH STEELS PVT LTD","For further consideration(SEAC)","EC",NA
"130",4,"SIA/CG/MIN/35831/2015","OL/EC/INFRASTRUCTURE/RAIPUR/244","Aarti Infractructure and Buildcon Limited","AARTI INFRASTRUCTURE AND BUILDCON LIMITED","EC Granted","EC",NA
"131",5,"SIA/CG/MIN/57721/2020","OL/EC/MIN/KORBA/1434","Konkona Ordinary Stone Temporary Permit Quarry  (4)","KONKONA ORDINARY STONE TEMPORARY PERMIT QUARRY  (4) OF DILIP BUILDCON LIMITED","EC Granted","EC",NA
"132",6,"SIA/CG/MIN/144862/2020","OL/EC/MIN/RAJNANDGAON/1203","Om Minerals Joratarai Limestone Mine","OM MINERALS LIME STONE","EC Granted","EC",NA
"133",7,"SIA/CG/MIN/257236/2022","","Jokari ordinary stone Quarry","SUBHASH VERMA","Delisted","EC",NA
"134",8,"SIA/CG/MIN/220876/2021","OL/EC/MIN/RAIGARH/1739","murra a sand mine","MURRA A RAIGARH SAND MINE","Under examination of SEIAA after SEAC","EC",NA
"135",9,"SIA/CG/MIN/257614/2022","OL/EC/MIN/BASTAR/1942","Tikanpal Limestone Quarry","KARAN BHANUSALI","Rejection Letter Granted","EC",NA
"136",10,"SIA/CG/MIN/72381/2021","OL/EC/MIN/RAJNANDGAON/1284","Suman Singh (Baldeopur Limestone Quarry)","SMT SUMAN SINGH","Awaiting EC","EC",NA
"137",1,"SIA/CG/CMIN/16502/2016","OL/EC/MIN/KORBA/470","Ambika Opencast Project","SOUTH EASTERN COALFIELDS LIMITED","EC Granted","EC",NA
"138",2,"SIA/CG/MIS/243327/2021","OL/EC/MIS/RAIPUR/1843","Environmental Clearance for Proposed “Academic Block At AIIMS, Raipur” located at, Tatibandh, Raipur, C.G","AIIMS RAIPUR","For further consideration(SEAC)","EC",NA
"139",3,"SIA/CG/MIN/440555/2023","","Turtura Quartz Quarry","SANJAY MITTAL","Under examination of SEIAA","EC",NA
"140",4,"SIA/CG/MIN/146172/2020","OL/EC/MIN/RAJNANDGAON/1212","Daulat Singh Chandel 0.972 Ha Nawagaon Limestone Mine","DAULAT SINGH CHANDEL MINE","EC Granted","EC",NA
"141",5,"SIA/CG/MIN/32460/2015","OL/EC/SANDMINE/BILASPUR/123","SANDRI 3 SAND MINE","PANCHAYAT SACHIV","EC Granted","EC",NA
"142",6,"SIA/CG/MIN/181604/2020","OL/EC/MIN/RAIPUR/1458","Kurud sand mine of Anand Kumar Agrawal","KURUD SAND MINE OF ANAND KUMAR AGRAWAL","EC Granted","EC",NA
"143",7,"SIA/CG/IND2/17059/2016","OL/EC/IND/DURG/485A","-1","VISHNU CHEMICALS LIMITED","EC Granted","EC",NA
"144",8,"SIA/CG/MIN/180853/2020","OL/EC/MIN/RAJNANDGAON/1443","Quarry Plan of Nawagaon Limestone Quarry, Area 0.972 Ha (2.40 Acre)","QUARRY PLAN OF NAWAGAON LIMESTONE QUARRY","EC Granted","EC",NA
"145",10,"SIA/CG/MIN/74403/2018","","Pitora Limestone Mine 
area 1.99 hects","TEKENDRA CHANDRAKAR","WithdrawEC","EC",NA
