,Unnamed: 0,X...,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
4070,4071,10,SIA/RJ/MIN/55537/2016,,Kharda Ki Dhani Granite Mine (ML No. 127/1995),AHIMSA MINES AND MINERALS LTD,Under examination of SEIAA - Processed offline,EC,, 
4071,4072,1,SIA/RJ/MIN/41920/2016,,Jayal Massonary Stone Mining Project (M.L. No. 17/14) Area 1.00 Hectt.,KUMBHA RAM,TransferToDEIAA,EC,, 
4072,4073,2,SIA/RJ/MIN/55897/2016,,"SANDSTONE MINING PROJECT (Q.L. No-32)
(BHOMIYA JI KA THAN Q.L BOUNDARY)",SHRI GANPAT SINGH,Under examination of SEIAA - Processed offline,EC,, 
4073,4074,3,SIA/RJ/MIN/55901/2016,,"SANDSTONE MINING PROJECT (Q.L. No-54)
(SETRAWA Q.L BOUNDARY)",SHRI SAYAR KANWAR,Under examination of SEIAA - Processed offline,EC,, 
4074,4075,4,SIA/RJ/MIN/55909/2016,,QL NO 657 SOMANADA SAND STONE MINING PROJECT,REVAT RAM JI,Under examination of SEIAA - Processed offline,EC,, 
4075,4076,5,SIA/RJ/MIN/55942/2016,,DANTRA QUARTZ & FELDSPAR MINING PROJECT (M.L. NO. 405/2011) M/S SHRI CHARBHUJANATH  MINERALS,NIMISH SINGHWI,Under examination of SEIAA - Processed offline,EC,, 
4076,4077,6,SIA/RJ/MIN/55953/2016,,QL NO 651 BHOMIYA JI KA THAN SAND STONE MINING PROJECT,SH DEEPA RAM,Under examination of SEIAA - Processed offline,EC,, 
4077,4078,7,SIA/RJ/MIN/55966/2016,,QL NO 1058 KALOR A SAND STONE MINING PROJECT,KEWALA RAM,Under examination of SEIAA - Processed offline,EC,, 
4078,4079,8,SIA/RJ/MIN/55990/2016,,QLNO 509 BHOMIYA JI KA THAN SAND STONE MINING PROJECT,NENI DEVI JI,Under examination of SEIAA - Processed offline,EC,, 
4079,4080,9,SIA/RJ/MIN/37171/2019,11709,"BAR MASONRY STONE, QUARTZ, FELDSPAR MINE WITH CRUSHER (ML 17/2004)",SHREE RATAN STONE CRUSHER,EC Granted - Processed offline,EC,, 
4080,4081,10,SIA/RJ/MIN/39185/2016,,"Sand Stone mining project.
ML no.- 26-1992
Area- 2.30 hect.
Lessee- Prakash Gupta",SAND STONE MINING,TransferToDEIAA,EC,, 
4081,4082,1,SIA/RJ/MIN/44708/2019,12958,Smt. Hema Choudhary Bhutas Masonary Stone Mining Project Plot. No.- 02/2018,SMT. HEMA CHOUDHARY,EC Granted - Processed offline,EC,, 
4082,4083,2,SIA/RJ/MIN/44731/2019,12913,Shri Hardayal Jat  Palra Masonary Stone Mining Project ML No.- 294/2008,SHRI HARDAYAL JAT,EC Granted - Processed offline,EC,, 
4083,4084,3,SIA/RJ/MIN/44904/2019,12861,Shri Amra Ram Nayak Tado Ki Dhani Masonary Stone Mining Project  (M.L. No. - 10/2018),SHRI AMRA RAM NAYAK,EC Granted - Processed offline,EC,, 
4084,4085,4,SIA/RJ/MIN/44961/2019,12816,"Granite Mining Project By Shri Shankar Lal Poonia S/o Shri Bahadur Ram Poonia, M L Area- 3.0 ha, Reference No- 2019100006647, At Village- Mungeriya, Tehsil- Shiv, Distt- Barmer",SHANKAR LAL POONIA,EC Granted - Processed offline,EC,, 
4085,4086,5,SIA/RJ/MIN/35364/2015,,"Quartz & Feldspar Mining Project (M. L. No. 195/07), 
Lease Area 4.0091 ha.",SURESH CHAND GOYAL,Under examination of SEIAA - Processed offline,EC,, 
4086,4087,6,SIA/RJ/MIN/40759/2019,,Kekri Granite and Masonry Stone Mine M. L. No. 114/2018,RADHEY SHYAM LODHA,Delisted,EC,, 
4087,4088,7,SIA/RJ/MIS/20049/2016,,"Proposed Common Effluent Treatment Plant within Mega Food Park Central Processing  Centre (CPC) at Village &  Tehsil - Roopangarh, Dist-Ajmer(Rajasthan)",GREENTECH MEGA FOD PARK PVT LTD,Under examination of SEIAA - Processed offline,EC,, 
4088,4089,8,SIA/RJ/MIN/67326/2017,,Babu Lal Khan M L No 68/2002 Area 1.0Ha. Near Village Meena Ki Nagal Tehsil Neem Ka Thana Dist Sikar Rajasthan,BABU LAL KHAN,Under examination of SEIAA - Processed offline,EC,, 
4089,4090,9,SIA/RJ/MIN/67357/2017,,"M/s Vinayak minchem Pvt. Ltd.
M.L. no. 27/2007, Area-1.0 Ha., N/v- Arniya, Amber, Jaipur, Rajasthan, Khasra No. 44, Capacity 60000 TPA Including Existing Stone Crusher Plant named M/s Shree Vinayak Minchem Pvt. Ltd. with production capacity 1500 TPD",VINAYAK MINCHEM PVT LTD,Under examination of SEIAA - Processed offline,EC,, 
4090,4091,8,SIA/RJ/MIN/38471/2016,,Dulmera Sandstone Mine,MADHA RAM,Under examination of SEIAA - Processed offline,EC,, 
4091,4092,10,SIA/RJ/MIN/142469/2020,13682,"Chhitoli Masonry Stone Mining,  M.L. Ref. No. 2018100001575, M. L. Area 3.15 ha.",SH VIRENDRA SINGH SHEKHAWAT,EC Granted - Processed offline,EC,, 
4092,4093,1,SIA/RJ/MIS/117177/2019,370,Unnati Nilay,UNNATI INFRATECH,EC Granted - Processed offline,EC,, 
4093,4094,2,SIA/RJ/MIN/157521/2020,13899,"Proposed Project of Bajri, Gravel, Murrum, Ball Clay and Silica Sand Mining (Reference No. 20191000012777, Area: 3.9898 ha) Production Capacity 3,84,308 TPA, N/v– Randhisar, Tehsil – Gajner (M) Kolaya",SH. RAJPAL DAHIYA,Delisted,EC,, 
4094,4095,3,SIA/RJ/MIS/202802/2021,553,"Development of Proposed Medical College  V.P.O.- Talab Gaon, Teh- Hindoli, District – Bundi, Rajasthan by Medical Education Department, Government of Rajasthan","MEDICAL EDUCATION DEPARTMENT, GOVERNMENT OF RAJASTHAN",Delisted,EC,, 
4095,4096,4,SIA/RJ/MIN/187688/2020,14753,"M/s. Pink City Commercial Pvt. Ltd. Proposed Sandstone Mining Project;  Q.L.Plot No. 09, Area:- 1800 SQ.M., Near village – Bijoliya Khurd-A, Tehsil: Bijoliya, District: Bhilwara (Rajasthan)",M/S PINK CITY COMMERCIAL PVT. LTD,Delisted,EC,, 
4096,4097,5,SIA/RJ/MIN/187751/2020,14700,Lalji Ki Dungri Masonry Stone Mine (M.L. NO.: 629/2002),CHETANRAM BHIL SON OF BHURARAM BHIL,EC Granted - Processed offline,EC,, 
4097,4098,6,SIA/RJ/MIN/56453/2016,,"Kalyanpura Masonary Stone Mine 
M.L. 332/2003",SHRI SANDEEP GUPTA,Under examination of SEIAA - Processed offline,EC,, 
4098,4099,7,SIA/RJ/MIN/26230/2016,,AMALDA CHINA CLAY,M/S DEEDWANIYA MINING INDUSTRIES,Under examination of SEIAA - Processed offline,EC,, 
4099,4100,8,SIA/RJ/MIN/75173/2018,,"Govindpura-Rajpura Marble Mine, M. L. No. 1650/97, situated near Govindpura-Rajpura, Tehsil- Kekri, District- Ajmer (Raj.) over an area of 2.1 hect.",RAJENDRA GURJAR,Under examination of SEIAA - Processed offline,EC,, 
4100,4101,9,SIA/RJ/MIS/67105/2017,,"""Golden Bells"" Residential Apartment Project",SHRIGANRAJ BUILDCON PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
4101,4102,10,SIA/RJ/MIN/222990/2021,15679,Bhachediya Granite Mining Project,SHRI SOHAN LAL GURJAR,EC Granted,EC,, 
4102,4103,1,SIA/RJ/MIN/41647/2019,12145,Gypsum Permit Area,SH HANUMANRAM,EC Granted - Processed offline,EC,, 
4103,4104,3,SIA/RJ/MIN/135944/2020,13569,Shri Prateek Mawar Sanpur Granite Mining Project (ML No. 13/2019 ),SHRI PRATEEK MAWAR,EC Granted - Processed offline,EC,, 
4104,4105,4,SIA/RJ/MIN/52091/2016,,Masonary Stone Mine ( M L NO. 48/1998 ),NIRANJAN KUMAR SHARMA,Under examination of SEIAA - Processed offline,EC,, 
4105,4106,1,SIA/RJ/MIN/91844/2019,11310,"Chhabariya Granite Mining Project, M.L. No. 33/2018 , Area 1.5538 ha, Near Village-Chhabariya, Tehsil- Kekri, District- Ajmer (Raj.) by Sh. Hari Om Meena",SH HARI OM MEENA,EC Granted - Processed offline,EC,, 
4106,4107,2,SIA/RJ/MIN/33909/1900,,"Ball Clay Mining Project, M.L.No. 20/2018",SHRI RATIRAM BISHNOI,Delisted,EC,, 
4107,4108,3,SIA/RJ/MIN/42419/2019,12753,Sand Stone Mining Project (Q.L No.- 11/2018) Area-1.0071 ha,RAJESH KUMAR MODANI SON OF GHISA LAL MODANI,EC Granted - Processed offline,EC,, 
4108,4109,4,SIA/RJ/MIN/81478/2018,11168,"Samod Silica Sand Mining Project 
M.L. No. 02/1996",M S MAHALAXMI MINERALS,Rejection Letter Granted,EC,, 
4109,4110,8,SIA/RJ/MIN/183129/2020,14612,M/s Kissan Granite,M/S KISAAN GRANITES,EC Granted - Processed offline,EC,, 
4110,4111,1,SIA/RJ/MIN/41983/2016,,QL NO. 25 GOLASANI SANDSTONE OF SH. CHHANWAR LAL S/O. SH. CHAMPA LAL,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
4111,4112,2,SIA/RJ/MIN/34738/2015,,Jaswar Masonry Stone Mine(ML.No.40/94),RAJASTHAN FORT AND PALACE PVT LTD,Under examination of SEIAA - Processed offline,EC,, 
4112,4113,3,SIA/RJ/MIN/38791/2016,,Shishwala Ki Dhani (Tan- Papurana) masonary Stone Mine,SHRI VIKAS KALIRAVANA,Under examination of SEIAA - Processed offline,EC,, 
4113,4114,4,SIA/RJ/MIN/38845/2016,,Magariwara Masonary Stone Mining Project(M.L. No.-28/2007),MADAN KUNWAR RATHORE,TransferToDEIAA,EC,, 
4114,4115,5,SIA/RJ/MIN/38855/2016,,Manpura Old QL area (Plot no. 32),GHISU LAL,Under examination of SEIAA - Processed offline,EC,, 
4115,4116,1,SIA/RJ/MIN/38796/2016,,"Masonry Stone Mining Project,  15/91(460/2010R), Area 0.7750 Ha., located n/v - Moda Pahar, Tehsil - Jhunjhunu, District – Jhunjhunu (Rajasthan) of Smt. Manisha Goyanka",SMT MANISHA GOYANKA,Under examination of SEIAA - Processed offline,EC,, 
4116,4117,2,SIA/RJ/MIN/38825/2016,,Rajpura Sandstone Mining Project (ML. No. 150/91) Area 0.7200 Hectt.,HEMLATA,Under examination of SEIAA - Processed offline,EC,, 
4117,4118,7,SIA/RJ/MIN/143753/2020,13736,Masonry Stone Mining Project Ref. No. 2018100001323,SHRI NORATAN,EC Granted - Processed offline,EC,, 
4118,4119,8,SIA/RJ/MIN/37801/2016,,"Odwas Serpentine Mines (M.L. No. 551/1991, Area: 1.0 Hect)",VPR MARBO,Under examination of SEIAA - Processed offline,EC,, 
4119,4120,9,SIA/RJ/MIN/42450/2016,,"Kawas Ka Gurha Quartz & Feldspar  Mine
 (ML No.: 264/2012)",AIZOL EARTH TEXTURE,Under examination of SEIAA - Processed offline,EC,, 
4120,4121,10,SIA/RJ/MIN/42454/2016,,Gravel (Bajri) Mining Project (M.L. No. 37/2010),GITA DEVI,TransferToDEIAA,EC,, 
4121,4122,1,SIA/RJ/MIN/38998/2016,,"PANCHOTA MASONARY STONE MINE, M.L.NO. 98/2005, N/V- PANCHOTA, TEHSIL- AHORE, DIST. JALORE",NAIN SINGH,TransferToDEIAA,EC,, 
4122,4123,2,SIA/RJ/MIN/39032/2016,,Pipaldan Sand Stone Mining project ML No. 224/1990  ML Area 0.3540 Hact.,PARVATI DEVI,TransferToDEIAA,EC,, 
4123,4124,3,SIA/RJ/MIN/39036/2016,,B-2 Category Badpu Sand Stone Mining Project ML No 76/2001 Mining Lease  Area 1.000 Hact.,BHAWARIBAI,TransferToDEIAA,EC,, 
4124,4125,4,SIA/RJ/MIN/51003/2016,,slermal aq.l. area (plot no.-455),BHERU LAL,Under examination of SEIAA - Processed offline,EC,, 
4125,4126,5,SIA/RJ/MIN/41672/2016,,"Bhilawas Masonry Stone Mines
(ML No.-39/1999)",OMA RAM,Under examination of SEIAA - Processed offline,EC,, 
4126,4127,6,SIA/RJ/MIN/41723/2016,,RAWANIYANA GRANITE MINE M.L. NO.  – 326/1995 SHRI NAVRATANMAL SHARMA,UDR MINTECH,Under examination of SEIAA - Processed offline,EC,, 
4127,4128,7,SIA/RJ/MIN/41733/2016,,Kachhpura sandstone mine,BHAGWAN SINGH JATAV,Under examination of SEIAA - Processed offline,EC,, 
4128,4129,8,SIA/RJ/MIN/64337/2017,,"Quartz & Feldspar mining project
ML No.-260/06",MS UNITED ROCK STONES PVT LTD,Under examination of SEIAA - Processed offline,EC,, 
4129,4130,9,SIA/RJ/MIN/37700/2019,11899,"Sand Stone Mineral Mining Project (Plot No. 15/2018, Area – 1.0 Ha, Production Capacity – 56400 TPA (ROM) {Saleable Mineral 53580 TPA & Waste 2820 TPA} Near village – Fatehgarh, Dechu Tehsil–Shergarh,",SHRI BHIM SINGH JI,EC Granted - Processed offline,EC,, 
4130,4131,10,SIA/RJ/MIN/37726/2019,11873,Granite Mining Project (M.L. No. 18/2019),MS TIRUPATI GRANITE MINES,EC Granted - Processed offline,EC,, 
4131,4132,2,SIA/RJ/MIN/42813/2016,,MANDALDEH MARBLE MINING PROJECT Q.L. NO.-36,MR KAILASH CHANDRA,Under examination of SEIAA - Processed offline,EC,, 
4132,4133,3,SIA/RJ/MIN/34663/2019,12072,"Quartz & Feldspar Mineral Mining Project (ML No.-59/2018, Area – 3.00 Ha.) Near village – Jhalriya, Tehsil– Asind, District – Bhilwara (Rajasthan).",ASHWINI & SARDAR SINGH,EC Granted - Processed offline,EC,, 
4133,4134,4,SIA/RJ/MIN/34918/2019,11766,"Bajri Mining Project (M.L No.-13/2019, Area – 2.91320 Ha Near Village – Riyan badi, Tehsil–Riyan badi, District – Nagaur (Rajasthan) by Shri Om Prakash",SH OMPRAKASH SH RAJENDRA SINGH,EC Granted - Processed offline,EC,, 
4134,4135,5,SIA/RJ/MIN/34962/2019,,Shri Mahendra Singh Champapur  Sandstone Mining Project (QL No.-C),SHRI MAHENDRA SINGH,Delisted,EC,, 
4135,4136,6,SIA/RJ/MIN/35185/2019,11523,BAJRI MINING PROJECT ML NO 23/2019,SMT. LEELA DEVI,EC Granted,EC,, 
4136,4137,7,SIA/RJ/MIN/35563/2019,12383,Gagera Granite Stone Mine Project ML No. 116/2018,SRI RAM LAL,EC Granted - Processed offline,EC,, 
4137,4138,8,SIA/RJ/MIN/37003/2019,11702,Bala Granite Mine,SANVATA RAM,WithdrawEC,EC,, 
4138,4139,10,SIA/RJ/MIN/39420/2016,,"Masonry Stone Mining Project, M.L. No. 84/07, Area 1.0
Ha., located n/v Nitata, Tehsil Thanagazi & District-
Alwar (Raj.) of Sh. Mukesh Sharma",MUKESH SHARMA,Under examination of SEIAA - Processed offline,EC,, 
4139,4140,2,SIA/RJ/MIN/42387/2016,F/SEIAA/OLRJEC/2016/3084,JUNJALA CHINA CLAY MINING PROJECT ML No 26/2012,MS SURYA MINES,TransferToDEIAA,EC,, 
4140,4141,3,SIA/RJ/MIN/42402/2016,,SAWA OLD Q.L. AERA PLOT NO.-42,JAMSHER KHAN,Under examination of SEIAA - Processed offline,EC,, 
4141,4142,4,SIA/RJ/MIN/42452/2016,,Upali Miyari Quartz & Feldspar  Mine (ML No.: 324/2011),ANJANI MINERALS,Under examination of SEIAA - Processed offline,EC,, 
4142,4143,5,SIA/RJ/MIN/42510/2016,,DAIJARRHYOLITE MINE M.L. No. 159/89 SMT. CHHOTA DEVI,UDR MINTECH,Under examination of SEIAA - Processed offline,EC,, 
4143,4144,6,SIA/RJ/MIN/64792/2017,,Siliceous Earth Mining Project,SILICEOUS EARTH MINING PROJECT,Under examination of SEIAA - Processed offline,EC,, 
4144,4145,7,SIA/RJ/IND/19443/2014,,Tannery  (Wet Blue to finish),Mr. Subodh Kumar,Under examination of SEIAA - Processed offline,EC,, 
4145,4146,8,SIA/RJ/MIN/193480/2021,14905,"Red Ochre Mining Project, M.L. No.- 2/2020 (Ref. No. 20201000021155)",RESHAM BAI,EC Granted - Processed offline,EC,, 
4146,4147,9,SIA/RJ/MIN/142629/2020,13936,"Proposed  project of Environmental Clearance of  Limestone Khanda Farsi Mining Project (Q.L. Area 0.18 ha and Q.L. Plot No 77) with production capacity of Avg. 10,000/-  TPA located Near Village – Bin",PURAN MALI,Delisted,EC,, 
4147,4148,10,SIA/RJ/MIN/56006/2016,,QL NO 692 SHRI MAHESH KALOR A SAND STONE MINING PROJECT,KP CONSULTANTS,Under examination of SEIAA - Processed offline,EC,, 
4148,4149,2,SIA/RJ/NCP/65299/2017,,Group Housing Project “MOJIKA ULTIMA”,MOJIKA REAL ESTATE AND DEVELOPERS PVT LTD,Under examination of SEIAA - Processed offline,EC,, 
4149,4150,3,SIA/RJ/MIN/59248/2016,,LIMESTONE (BUILDING) MINING PROJECT (ML NO. 58/88),ANAND MINERALS,Under examination of SEIAA - Processed offline,EC,, 
4150,4151,1,SIA/RJ/MIN/55321/2016,,"BALESAR SANDSTONE MINING PROJECT (QL No 169)
(SomanadaQL Boundary)",SH ARIF KHAN MUSALMAN,Under examination of SEIAA - Processed offline,EC,, 
4151,4152,2,SIA/RJ/MIN/55325/2016,,"BALESAR SANDSTONE MINING PROJECT (Q.L. No. 58)
(Girjo Ki Kho QL Boundary)",JUGTA RAM,Under examination of SEIAA - Processed offline,EC,, 
4152,4153,3,SIA/RJ/MIN/55327/2016,,"sandstone mining project,bhomiya ji ka than q.l boundary(ql.no.-135)",SMT CHANDRAA DEVI,Under examination of SEIAA - Processed offline,EC,, 
4153,4154,4,SIA/RJ/MIN/55348/2016,,"BALESAR SANDSTONE MINING PROJECT (QL No 1292)
Bhomiya Ji Ka Than QL Boundary",SHRI RUP SINGH,Under examination of SEIAA - Processed offline,EC,, 
4154,4155,6,SIA/RJ/MIN/47958/2016,,QL NO. 51 KALI BERI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
4155,4156,7,SIA/RJ/MIN/47970/2016,,sawa  old limestone khanda farsi q.l. area plot no.-408,MOHAMMED TANVEER,Under examination of SEIAA - Processed offline,EC,, 
4156,4157,8,SIA/RJ/MIN/47977/2016,,QL NO. 553 KALI BERI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
4157,4158,9,SIA/RJ/MIN/48011/2016,,SAWA OLD LIMESTONE KHANDA FARSI Q.L. AREA PLOT NO.-165,JHAID KHAN,Under examination of SEIAA - Processed offline,EC,, 
4158,4159,10,SIA/RJ/MIN/56193/2016,,SANDSTONE MINING PROJECT(Q.L NO-2244)BHOMIYA JI KA THAN,SH TULE SINGH,Under examination of SEIAA - Processed offline,EC,, 
4159,4160,7,SIA/RJ/MIN/42778/2016,,QL NO. 652 SODHO KI DHANI SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
4160,4161,10,SIA/RJ/MIN/50909/2016,,"Proposed Raniwada Khurd Granite Mine, M.L.no. 21/99, N/v- Raniwada Khurd, teh. Bhinmal, Dist. Jalore",AKASH GRANITE,Under examination of SEIAA - Processed offline,EC,, 
4161,4162,3,SIA/RJ/MIN/40440/2016,,Sadra Quartz & Feldspar Mining Project (M.L. No. 72/2010) Area 4.6211 Hect.,LAXMI MINERALS,TransferToDEIAA,EC,, 
4162,4163,4,SIA/RJ/MIN/40460/2016,,Lewa Ka Gurha Marble Mining Project (ML No. 12/2003),MS KRISHNA MARBLE MINE,TransferToDEIAA,EC,, 
4163,4164,5,SIA/RJ/MIN/40609/2016,,Quartz & Feldspar Mining Project,PRABHU LAL GURJAR,Under examination of SEIAA - Processed offline,EC,, 
4164,4165,8,SIA/RJ/MIN/55211/2016,,"CHARANA QUARTZ & FELDSPAR MINE 83/2013
APPLICANT RAJESH KUMAR JAIN",ROYAL MINING,Under examination of SEIAA - Processed offline,EC,, 
4165,4166,9,SIA/RJ/MIN/55213/2016,,"BALESAR SANDSTONE MINING PROJECT (QL No 2175)
(Bhomiya Ji Ka Than QL Boundary)",SMT HAWA DEVI,Under examination of SEIAA - Processed offline,EC,, 
4166,4167,1,SIA/RJ/MIN/55791/2016,,QL NO 290 SOMANADA SAND STONE MINING PROJECT,SUMERRAM,Under examination of SEIAA - Processed offline,EC,, 
4167,4168,2,SIA/RJ/MIN/55828/2016,,"BALESAR SANDSTONE MINING PROJECT QL No 83
(Bhalu-B Quarry Boundary)",ISHITA VYAS,Under examination of SEIAA - Processed offline,EC,, 
4168,4169,1,SIA/RJ/MIN/39340/2016,,MANPURA OLD LIMESTONE KHANDA FARSI (PLOT NO.-232),MADAN LAL,Under examination of SEIAA - Processed offline,EC,, 
4169,4170,2,SIA/RJ/MIN/39351/2016,,Dulmera Sandstone Mine,SHARAFAT,Under examination of SEIAA - Processed offline,EC,, 
4170,4171,7,SIA/RJ/MIN/42216/2019,12589,"Shri Shambhu Lal Dhakar, Fatehnagar  Sand Stone Mining Project (QL No. 21/2018)",SHAMBHU LAL DHAKAR,EC Granted - Processed offline,EC,, 
4171,4172,8,SIA/RJ/MIN/42241/2019,12651,"Fakolia Granite stone mine plot No. 79, Lease area 1.00 hect, with production capacity 73399 TPA (ROM) near village: Fakolia, Tehsil: Kareda, District Bhilwara, Rajasthan",SOHAN LAL SHARMA,EC Granted - Processed offline,EC,, 
4172,4173,9,SIA/RJ/MIN/42595/2019,12493,"M/S Brij Gopal Construction Co. Pvt. Ltd. And Ram K Infrastructure Ltd. (JV), Barmsar Masonary Stone STP Project (STP No.-6, Khasra No. 708,709)","M/S BRIJ GOPAL CONSTRUCTION CO. PVT. LTD.  AND RAM K INFRASTRUCTURE LTD. (JV),",Delisted,EC,, 
4173,4174,10,SIA/RJ/MIN/42718/2019,12431,"Lime Stone Mineral Mining Project (M.L. No. 37/2003, Production Capacity – 243662.5 TPA (ROM) {Saleable Mineral 215080 TPA, Mineral Reject 48732.5 TPA} Area-4.0 Hectare, Village- Gangwana, Tehsil & Di",SMT SUNITA DUKIYA JI,EC Granted - Processed offline,EC,, 
4174,4175,1,SIA/RJ/MIN/48514/2016,,QL NO. 198 CHANE KA BADIYA SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
4175,4176,2,SIA/RJ/MIN/41383/2016,,"Masonry Stone Mining Project, M.L.no.80/2000, Area- 1.00 hect., Near Village- Pilani Pahari, Tehsil- Chirawa, District- Jhunjhunun, Smt. Kanta Devi",SMT KANTA DEVI,Under examination of SEIAA - Processed offline,EC,, 
4176,4177,3,SIA/RJ/MIN/41386/2016,,BUJAWAR MASONRY STONE M.L. NO.  –2/2002  SH.KISHNA RAM S/O DHALA RAM,UDR MINTECH,Under examination of SEIAA - Processed offline,EC,, 
4177,4178,4,SIA/RJ/MIN/41420/2016,,MALUNGA RHYOLITE MINE M.L. NO.  – 231/08 SH. MAHENDRA PANWAR,UDR MINTECH,Under examination of SEIAA - Processed offline,EC,, 
4178,4179,5,SIA/RJ/MIN/41434/2016,,PARSOLI LIMESTONE KHANDA FARSI Q.L. AERA PLOT NO.-(39),SHYAM LAL REGAR,Under examination of SEIAA - Processed offline,EC,, 
4179,4180,6,SIA/RJ/MIN/36450/2019,12436,Chavrda Granite Mine,SHREE CHANDRA PRAKASH,EC Granted - Processed offline,EC,, 
4180,4181,7,SIA/RJ/MIN/42013/2016,,RAWADDA B EXT SANDSTONE Q.L. AREA PLOT NO.-36,SHIV LAL,Under examination of SEIAA - Processed offline,EC,, 
4181,4182,8,SIA/RJ/MIN/42028/2016,,RAWADDA C. SANDSTONE Q.L. AREA PLOT NO.-28,MR NARAYAN LAL,Under examination of SEIAA - Processed offline,EC,, 
4182,4183,9,SIA/RJ/MIN/42079/2016,,"Masonry Stone (Cheja Patthar) Mining Project of Shri Rajesh Kumar located n/v-Kantiya, Tehsil-Dantaramgarh, District-Sikar, Rajasthan. (M.L.No. 434/2006)",SHRI RAJESH KUMAR,Under examination of SEIAA - Processed offline,EC,, 
4183,4184,1,SIA/RJ/MIN/57742/2016,,"Sand (Bajri) Stp project
STP No-3/2016
applicant-M/s Supreme Infrastructure India Limited
near village-Hathdoli,tehsil-Bonli,Dist.-Sawai Madhopur(Raj)
Mineral-Bajri
Area-0.90Hect",SUPREME INFRASTRUCTURE INDIA LTD,Under examination of SEIAA - Processed offline,EC,, 
4184,4185,5,SIA/RJ/MIN/58621/2016,,building stone mine 256/03,PYARE LAL MEENA,Under examination of SEIAA - Processed offline,EC,, 
4185,4186,6,SIA/RJ/MIN/72919/2018,,"Sandstone Quarry, Q.L. No.- 53",SOMANADA BLOCK A,Under examination of SEIAA - Processed offline,EC,, 
4186,4187,7,SIA/RJ/MIN/72924/2018,,"Sandstone Quarry, Q.L. No.- 69",SOMANADA BLOCK A,Under examination of SEIAA - Processed offline,EC,, 
4187,4188,8,SIA/RJ/MIN/34967/2015,,"Masonry Stone Mining Project of Shri Anil Yadav, located n/v- Dadar, Tehsil-Amber, District-Jaipur, Rajasthan.",SHRI ANIL KUMAR YADAV,TransferToDEIAA,EC,, 
4188,4189,9,SIA/RJ/MIN/34986/2015,,Ganeshpura Marble Mine,DINESH SHARMA,Under examination of SEIAA - Processed offline,EC,, 
4189,4190,10,SIA/RJ/MIN/34989/2015,,MASONARY STONE MINE 27/1998,SHYAM SUNDAR SHARMA,TransferToDEIAA,EC,, 
4190,4191,1,SIA/RJ/MIN/55752/2016,,SANDSTONE MINING PROJECT(Q.L NO- 1806)BHOMIYA JI KA THAN,MR DUNGAR RAM JAT,Under examination of SEIAA - Processed offline,EC,, 
4191,4192,2,SIA/RJ/MIN/55775/2016,,"SANDSTONE MINING PROJECT (Q.L. No. 408)
SOMANADA QUARY BOUNDARY",SRI PEPA RAM,Under examination of SEIAA - Processed offline,EC,, 
4192,4193,4,SIA/RJ/MIN/38957/2016,,MANPURA OLD LIMESTONE KHANDA FARSI PLOT NO. 627,MUNNI,Under examination of SEIAA - Processed offline,EC,, 
4193,4194,5,SIA/RJ/MIN/38991/2016,,Quartz & Feldspar Mining Project (ML No.73/2006),LOKESH CHOUDHARY,TransferToDEIAA,EC,, 
4194,4195,6,SIA/RJ/MIN/39045/2016,,"Masonary stone mining project 489/06, jawar",LEKH RAJ,Under examination of SEIAA - Processed offline,EC,, 
4195,4196,7,SIA/RJ/MIN/39096/2016,,MASONARY STONE MINING PROJECT M.L. NO.-752/05,NOOR NOHAMMAD,Under examination of SEIAA - Processed offline,EC,, 
4196,4197,8,SIA/RJ/MIN/39108/2016,,"Proposed Masonry Stone Mine,M.L.No-87/2006,Production Capacity-85,500 TPA,M.L.Area-1.00 Ha",WELCOME STONE CRUSHERS,Under examination of SEIAA - Processed offline,EC,, 
4197,4198,9,SIA/RJ/MIN/53341/2016,,Rhyolite Stone Mine ( M L NO. 81/95 ),RAJESHWAR SINGH,Under examination of SEIAA - Processed offline,EC,, 
4198,4199,4,SIA/RJ/MIN/58347/2016,,"Hirwas Masonary Stone Mine
M.L. No. 27/2003",SHRI JEEVRAJ SINGH,Under examination of SEIAA - Processed offline,EC,, 
4199,4200,5,SIA/RJ/MIN/58379/2016,,"Masonary stone minning project ML No.83-2010 Area-1.00 Hect. Lessee- Rajendra kumar jain near village- Ghar, Tehsil- Deoli, Tonk(Raj.)",SHRI RAJENDRA KUMAR JAIN,Under examination of SEIAA - Processed offline,EC,, 
4200,4201,6,SIA/RJ/MIN/41370/2016,,Chiwli Masonry Stone Mine M L 19-2007,NENU RAM JAT,Under examination of SEIAA - Processed offline,EC,, 
