,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
28,SIA/OR/IND2/48450/2019,48450/58-IND2/12-2019,"Proposal for production of 6.000 KLD Mahua Flower Based Country Liquor Unit of Main Out Still Liquor Shop, at Siriapali, Dist: Jharsuguda",Orissa,Jharsuguda,Kolabira,16 Dec 2019, TOR Not Granted Yet,Industrial Projects - 2,HARIHAR PRASAD SAHU,Rejection Letter GrantedL
29,SIA/OR/IND2/48446/2019,48446/57-IND2/12-2019,"Proposal for production of 1.000 KLD Mahua Flower Based Country Liquor Unit of Main Out Still Liquor Shop at Telenpali,   Dist: Jharsuguda",Orissa,Jharsuguda,Lakhanpur,16 Dec 2019, TOR Not Granted Yet,Industrial Projects - 2,GOPAL PRASAD SAHU,Rejection Letter GrantedL
30,SIA/OR/IND2/48407/2019,48407/56-IND2/12-2019,"Proposal for production of 1.000 KLD Mahua Flower Based Country Liquor Unit of Main Out Still Liquor Shop, Rajpur, Dist: Jharsuguda",Orissa,Jharsuguda,Jharsuguda,16 Dec 2019, TOR Not Granted Yet,Industrial Projects - 2,GOPAL PRASAD SAHU,Rejection Letter GrantedL
31,SIA/OR/IND2/48406/2019,48406/55-IND2/12-2019,"Proposal for production of 1.500 KLD Mahua Flower Based Country Liquor Unit of Main Out Still Liquor Shop at Kukurikani, Dist: Jharsuguda",Orissa,Jharsuguda,Jharsuguda,16 Dec 2019, TOR Not Granted Yet,Industrial Projects - 2,GOPAL PRASAD SAHU,Rejection Letter GrantedL
32,SIA/OR/IND2/48354/2019,48354/54-IND2/12-2019,"Proposal for production of 1.0 KLD Mahua Flower Based Country Liquor Unit of Main Out Still Liquor Shop, Karpabahal, at Sarandamal, Dist: Jharsuguda",Orissa,Jharsuguda,Lakhanpur,16 Dec 2019, TOR Not Granted Yet,Industrial Projects - 2,GOPAL PRASAD SAHU,Rejection Letter GrantedL
33,SIA/OR/IND/47926/2019,To be assigned,"Chrome Ore Beneficiation Unit of throughput capacity 12,000 TPA over an area of 0.8904Ha at village Pubala, district of Jajpur, Odisha.",Orissa,Jajpur,Sukinda,05 Dec 2019, TOR Not Granted Yet,Industrial Projects - 1,CHROME SAGAR,DelistedL
34,SIA/OR/MIN/47511/2019,To be assigned,"Chrome Ore Beneficiation Unit of throughput capacity 12,000 TPA over an area of 0.8904Ha at village Pubala, district of Jajpur, Odisha.",Orissa,Jajpur,Sukinda,04 Dec 2019, TOR Not Granted Yet,Non-Coal Mining,CHROME SAGAR,DelistedD
35,SIA/OR/IND2/37866/2019,37866/53-IND2/12-2019,"PRODUCTION OF 0.636 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURING UNIT, M/s MAIN OUT STILL LIQUOR SHOP, GOVINDAPUR , AT/MOUZA- GOVINDAPUR, P.S/TAHASIL- SORADA, DIST- GANJAM OF LICENSEE SRI SANJAYA PRASAD.",Orissa,Ganjam,Surada,03 Dec 2019,03 Feb 2020,Industrial Projects - 2,SANJAYA PRASAD,TOR GrantedL
36,SIA/OR/IND2/38432/2019,38432/52-IND2/12-2019,"PRODUCTION OF 0.474 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURING UNIT, M/s MAIN OUT STILL LIQUOR SHOP, JANGALPADU AT- BADANILAPUR, PO- JANGALPADU, P.S/TAHASIL- PARALAKHEMUNDI, DIST- GAJAPATI OF LICENSEE SRI MADHAB PATRA.",Orissa,Gajapati,Parlakhemundi,02 Dec 2019,03 Feb 2020,Industrial Projects - 2,SRI MADHAB PATRA,TOR GrantedL
37,SIA/OR/IND2/47657/2019,47657/51-IND2/11-2019,"Production of 3480 liters of Country Liquor per day w r. to Bhabinipur O. S. Shop of Sri Ch. Kameshu, located at village Bhabinipur, Dist: Ganjam, Odisha.",Orissa,Ganjam,Brahmapur Sadar,30 Nov 2019,03 Feb 2020,Industrial Projects - 2,CH. KAMESHU,TOR GrantedL
38,SIA/OR/MIN/45573/2019,45573/13-MINB1/11-2019,Cluster-3 mine which is constituted of Kalachua hillocks over an area of 1213.155 Acres or 49.840 Hectares located in villages Dangarpada & Santarapur under Begunia tahasil of Khordha.,Orissa,Khordha,Begunia,22 Nov 2019,19 Jan 2020,Non-Coal Mining,SHRI JAGANNATH TEMPLE ADMINISTRATION,TOR GrantedL
39,SIA/OR/MIN/46860/2019,46860/12-MINB1/11-2019,"Production of 1,06,137 cum ROM from Khajurdihi-Baldih Iron and Manganese Mine of Late Matadin Sharda, Lessee over 31.56 hectares in Khajurdihi & Baldih villages of Koida tehsil, under Bonai subdivision of Sundargarh district, Odisha",Orissa,Sundargarh,Koida,21 Nov 2019, TOR Not Granted Yet,Non-Coal Mining,"BAJRANG SHARDA, LEGAL HEIR OF LATE MATADIN SHARDA, LESSEE",DelistedL
40,SIA/OR/MIN/45516/2019,45516/11-MINB1/11-2019,"Cluster-2 mine which is constituted of Golaputakhua 28.189 HA, Duburi 2.72 HA, Hatia 32.442 HA, & Kalinga 19.805 HA  over an area of 205.48 Acres or 83.156 Hectares located in villages Nijagadatapanga, Kiajhari, Jhinkijhari & Chhatrama of Khordha District, Odisha.",Orissa,Khordha,Begunia,18 Nov 2019,20 Jan 2020,Non-Coal Mining,SHRI JAGANNATH TEMPLE ADMINISTRATION,TOR GrantedL
41,SIA/OR/MIN/45032/2019,45032/10-MINB1/11-2019,"Cluster-1 mine which is constituted of Dhania 52.284 Ha, Sankhari 33.428 Ha. & Tangeni 10.885 Ha. located at a distance of 500m from each other over an area of 96.597 Ha. or 238.691 Acres in villages Kaipadar of Khordha District, Odisha.",Orissa,Khordha,Begunia,18 Nov 2019,19 Jan 2020,Non-Coal Mining,SHRI JAGANNATH TEMPLE ADMINISTRATION,TOR GrantedL
42,SIA/OR/MIN/46445/2019,To be assigned,PHATAMUNDA SAND QUARRY,Orissa,Balangir,Kantabanji,14 Nov 2019, TOR Not Granted Yet,Non-Coal Mining,RIKASH KUMAR AGRAWAL,DelistedD
43,SIA/OR/MIN/43133/2019,To be assigned,DULUPUR CHITRAPTALA SAND BED,Orissa,Cuttack,Kishannagar,08 Nov 2019, TOR Not Granted Yet,Non-Coal Mining,SAROJ KUMAR MOHANTY,DelistedD
44,SIA/OR/MIN/43171/2019,To be assigned,UDEYPUR MAHANADI SAND BED,Orissa,Cuttack,Kishannagar,05 Nov 2019, TOR Not Granted Yet,Non-Coal Mining,SAROJ KUMAR MOHANTY,DelistedD
45,SIA/OR/MIN/43167/2019,To be assigned,Hulipur Mahanadi Sand Bed,Orissa,Cuttack,Kishannagar,05 Nov 2019, TOR Not Granted Yet,Non-Coal Mining,SAROJ KUMAR MOHANTY,DelistedD
46,SIA/OR/MIN/45752/2019,To be assigned,"Environmental Clearance for Patharla Quartz Mines of M/s Shreedhar Minerals located at Village – Patharla, Dist-Kalahandi, Odisha spread over an area of 3.864 Ha. for production of quartz @ 6,000 TPA.",Orissa,Kalahandi,Kesinga,01 Nov 2019, TOR Not Granted Yet,Non-Coal Mining,SHREEDHAR MINERALS,DelistedD
47,SIA/OR/CMIN/45596/2019,To be assigned,RAGHUNATHPRASAD LATERITE QUARRY,Orissa,Cuttack,Tangi,29 Oct 2019, TOR Not Granted Yet,Coal Mining,SRI NARENDRA AGARWAL,DelistedD
48,SIA/OR/MIN/43276/2019,To be assigned,"Environmental Clearance for Bhikajharan Quartz & Feldspar Mines of M/s Shreedhar Minerals located at Village – Bhikajharan, Tehsil-Kesinga, Dist-Kalahandi, Odisha spread over an area of 5.066 Ha. for production of quartz @ 5000 TPA.",Orissa,Kalahandi,Kesinga,26 Oct 2019, TOR Not Granted Yet,Non-Coal Mining,SHREEDHAR MINERALS,DelistedD
49,SIA/OR/MIN/44779/2019,44779/09-MINB1/10-2019,"Bankia Quartz and Gemstone Mines over an area of 21.092 Ha at Vill. Bankia, Tehsil- Biramaharajpur, Dist-Sonepur, Odisha of M/s Manikeswari Minerals",Orissa,Sonapur,Biramaharajpur,26 Oct 2019,17 Jul 2020,Non-Coal Mining,MANIKESWARI MINERALS,TOR GrantedL
50,SIA/OR/MIN/44937/2019,To be assigned,KUSHARIMUNDA STONE QUARRY,Orissa,Sambalpur,Rairakhol,17 Oct 2019, TOR Not Granted Yet,Non-Coal Mining,NEERAJ AGRAWAL,DelistedD
51,SIA/OR/MIN/41890/2019,41890/08-MINB1/09-2019,Raikela Iron Ore Mine,Orissa,Sundargarh,Koida,30 Sep 2019,22 Feb 2020,Non-Coal Mining,MS GEETARANI MOHANTY,TOR GrantedL
52,SIA/OR/MIN/43870/2019,To be assigned,Kutasinga Sand Quarry,Orissa,Balangir,Balangir,28 Sep 2019, TOR Not Granted Yet,Non-Coal Mining,RIKASH KUMAR AGRAWAL,DelistedD
53,SIA/OR/MIN/43564/2019,To be assigned,Gokuleswar & kanabira Sand Quarry,Orissa,Kalahandi,Kesinga,24 Sep 2019, TOR Not Granted Yet,Non-Coal Mining,BISHNU MAJHI,DelistedD
54,SIA/OR/MIN/43436/2019,To be assigned,Patharla Sand Quarry,Orissa,Kalahandi,Kesinga,23 Sep 2019, TOR Not Granted Yet,Non-Coal Mining,MUKESH AGRAWAL,DelistedD
55,SIA/OR/IND2/42851/2019,To be assigned,"Re-Validation of EC for Production of 1.620 KLD Mahua Flower Based Country Liquor Manufacturing Unit,   Badakuturu Main Out Still Shop at Badakuturu Village, Tehsil-Jaipatna , Dist – Kalahandi, Odisha",Orissa,Kalahandi,Jayapatna,16 Sep 2019, TOR Not Granted Yet,Industrial Projects - 2,KASHINATH SAHOO,DelistedD
56,SIA/OR/IND2/42846/2019,To be assigned,"Re-Validation of EC for Production of 1.620 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Kalampur Main Out Still Shop at Kalampur Village, Tehsil-Kalampur , Dist – Kalahandi, Odisha",Orissa,Kalahandi,Jayapatna,16 Sep 2019, TOR Not Granted Yet,Industrial Projects - 2,NIMAI KUMAR  SAHOO,DelistedD
57,SIA/OR/IND2/42844/2019,To be assigned,"Re Validation of EC for Production of 1.620 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Baner Main Out Still Shop at Baner Village, Tehsil-Jaypatna , Dist – Kalahandi, Odisha",Orissa,Kalahandi,Jayapatna,16 Sep 2019, TOR Not Granted Yet,Industrial Projects - 2,BHAGABAN  SAHOO,DelistedD
58,SIA/OR/IND2/42131/2019,To be assigned,2.116 KLD PRODUCTION CAPACITY OF MOHUA FLOWER BASED COUNTRY LIQUOR OF GANJAM O S SHOP,Orissa,Ganjam,Chhatrapur,01 Sep 2019, TOR Not Granted Yet,Industrial Projects - 2,T SRIDEVI PATRO,DelistedD
59,SIA/OR/IND2/42130/2019,To be assigned,0.789 KLD PRODUCTION CAPACITY OF MOHUA FLOWER BASED COUNTRY LIQUOR SANA RAMACHANDRAPUR O S SHOP,Orissa,Ganjam,Chhatrapur,01 Sep 2019, TOR Not Granted Yet,Industrial Projects - 2,T SRIDEVI PATRO,DelistedD
60,SIA/OR/MIN/42047/2019,To be assigned,"Sanamuktamala-Jamadeipur Brick earth Quarry over an area of 0.413 ha at village Sanamuktamala-Jamadeipur under Kabisuryanagar Tahsil of Ganjam district, Odisha of Sri Sujit Kumar Nayak.",Orissa,Ganjam,Kabisuryanagar,31 Aug 2019, TOR Not Granted Yet,Non-Coal Mining,SUJIT KUMAR NAYAK,DelistedD
61,SIA/OR/MIN/41983/2019,To be assigned,Kalia Klin Bricks Quarry over an area of 2.45 Acres or 0.991 hectares in village/ Gram Panchayat  Khadagaprasad  under Odapada Tahasil of Dhenkanal District of Odisha.,Orissa,Dhenkanal,Hindol,29 Aug 2019, TOR Not Granted Yet,Non-Coal Mining,GYANENDRA SAMAL,DelistedD
62,SIA/OR/MIN/41977/2019,To be assigned,Dhobagudi Sand Bed,Orissa,Rayagada,Muniguda,29 Aug 2019, TOR Not Granted Yet,Non-Coal Mining,AKSHYA KUMAR RANA,DelistedD
63,SIA/OR/MIN/41900/2019,To be assigned,DURGAMATA KLIN BRICKS QUARRY OVER AN AREA OF 4.51 ACRES OR 1.825 HECTARES OF VILLAGE SURAVI OF MOTANGA GRAM PANCHAYATA UNDER ODAPADA TAHASIL OF DHENKANAL DISTRICT OF ODISHA.,Orissa,Dhenkanal,Hindol,28 Aug 2019, TOR Not Granted Yet,Non-Coal Mining,ROUT PRATAP KISHORE,DelistedD
64,SIA/OR/MIN/41856/2019,To be assigned,"SUVAM KLIN BRICKS QUARRY OVER AN AREA OF 2.65 ACRES OR 1.072 HECTARES IN VILLAGE SURAVI OF MOTANGA GRAM PANCHAYATA UNDER ODAPADA TAHASIL OF DHENKANAL DISTRICT OF ODISHA,",Orissa,Dhenkanal,Hindol,28 Aug 2019, TOR Not Granted Yet,Non-Coal Mining,SAHOO GOBARDHAN,DelistedD
65,SIA/OR/IND2/41172/2019,To be assigned,"PRODUCTION OF 1.58 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURING UNIT, M/s MAIN OUT STILL LIQUOR SHOP, SAURAPALLI, AT- SAURAPALLI, MOUA- PADMAPUR NUAGAON, TAHASIL - KODALA, DIST - GANJAM OF THE LICENSEE SRI RAGHUBEER PANIGRAHY.",Orissa,Ganjam,Kodala,26 Aug 2019, TOR Not Granted Yet,Industrial Projects - 2,RAGHUBEER PANIGRAHY,DelistedD
66,SIA/OR/MIN/41622/2019,To be assigned,Raikela Iron Ore Mines of M/s Geetarani Mohanty,Orissa,Sundargarh,Koida,23 Aug 2019, TOR Not Granted Yet,Non-Coal Mining,RAIKELA IRON ORE MINES,DelistedD
67,SIA/OR/MIN/41583/2019,To be assigned,Soti Ordinary Earth Quarry (Plot No-1224),Orissa,Jajpur,Korai,22 Aug 2019, TOR Not Granted Yet,Non-Coal Mining,PUSPRAJ SINGH,DelistedD
68,SIA/OR/MIN/41568/2019,To be assigned,"Salapada Ordinary Earth Quarry (Plot No-158,152,153,156)",Orissa,Jajpur,Korai,22 Aug 2019, TOR Not Granted Yet,Non-Coal Mining,PUSPRAJ SINGH,DelistedD
69,SIA/OR/IND2/41163/2019,To be assigned,"PRODUCTION OF 3.791 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURING UNIT, M/s MAIN OUT STILL LIQUOR SHOP, KODALA, AT- KODALA, TAHASIL- KODALA, DIST:GANJAM OF THE LICENSEE SMT. SUSAMA PANIGRAHY.",Orissa,Ganjam,Kodala,13 Aug 2019, TOR Not Granted Yet,Industrial Projects - 2,SUSAMA PANIGRAHY,DelistedD
70,SIA/OR/MIN/41153/2019,To be assigned,Brahmanda Ordinary Earth Quarry (Plot No. 411),Orissa,Jajpur,Dharmasala,13 Aug 2019, TOR Not Granted Yet,Non-Coal Mining,PUSPRAJ SINGH,DelistedD
71,SIA/OR/MIN/41096/2019,To be assigned,Brahmanda Ordinary Earth Quarry (Plot No. 447),Orissa,Jajpur,Dharmasala,12 Aug 2019, TOR Not Granted Yet,Non-Coal Mining,PUSPRAJ SINGH,DelistedD
72,SIA/OR/MIN/38373/2019,38373/05-MINB1/06-2019,"Production of 53,990 TPA ROM from Raika-Kalaparbat Iron and Manganese Mine of M/s. Kushaleswar Minerals over 9.8136 hectares in Thakurani R.F. Under Champua subdivision of Keonjhar district, Odisha",Orissa,Kendujhar,Barbil,28 Jun 2019,19 Oct 2019,Non-Coal Mining,KUSHALESWAR MINERALS,TOR GrantedL
73,SIA/OR/IND2/38232/2019,38232/50-IND2/06-2019,"PRODUCTION OF 0.948 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURING UNIT, M/s MAIN OUT STILL LIQUOR SHOP, KALASANDHAPUR AT/MOUZA: KALASANDHAPUR, P.S/TAHASIL: ASIKA, DIST: GANJAM OF LICENSEE SMT.BISHNUPRIYA SAHU.",Orissa,Ganjam,Asika,27 Jun 2019,15 Oct 2019,Industrial Projects - 2,BISHNUPRIYA SAHU,TOR GrantedL
74,SIA/OR/IND2/38220/2019,38220/49-IND2/06-2019,"PRODUCTION OF 1.896 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURING UNIT, M/S GUDIAPALLI (BUDHAMBA) MAIN O.S LIQUOR SHOP, AT- BUDHAMBA,P.S/TAHASIL- KABISURYANAGAR, DIST- GANJAM OF THE LICENSEE SRI LAXMI NARAYAN PRADHAN.",Orissa,Ganjam,Kabisuryanagar,26 Jun 2019,15 Oct 2019,Industrial Projects - 2,SRI LAXMI NARAYAN PRADHAN,TOR GrantedL
75,SIA/OR/IND2/37798/2019,37798/48-IND2/06-2019,"Production of 0.825 KLD mahua flower based country liquor manufacturing unit , Main Out Still Liquor Shop, Mohana, At/Po/Mouza/Tahasil - Mohana, Dist- Gajapati of the licensee Sri Manoj Kumar Sahu.",Orissa,Gajapati,Mohana,25 Jun 2019,15 Oct 2019,Industrial Projects - 2,MONOJ KUMAR SAHU,TOR GrantedL
76,SIA/OR/IND2/37954/2019,37954/45-IND2/06-2019,"PRODUCTION OF 3.792 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURING UNIT, M/s POLOSORA MAIN OUT STILL LIQUOR SHOP, MOUZA - HATIBADI, P.S/TAHASIL- POLOSARA, DIST- GANJAM OF LICENSEE SRI DEBADULLALA SAHU.",Orissa,Ganjam,Kabisuryanagar,19 Jun 2019,07 Dec 2019,Industrial Projects - 2,DEBADULLALA SAHU,TOR GrantedL
