State_Name,Assembly_No,Constituency_No,Year,month,DelimID,Poll_No,Position,Candidate,Sex,Party,Votes,Age,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
Odisha,16,2,2019,4,4,0,5,NOTA,,NOTA,1675,,,185024,232190,BIJEPUR,GEN,BARGARH,NORTH DIVISION,6,79.69,0.91,,475,0.26,2.22,,NOTA,5897,FALSE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Odisha,16,2,2019,4,4,0,6,ASHOK KALET,MALE,BSP,1200,54,SC,185024,232190,BIJEPUR,GEN,BARGARH,NORTH DIVISION,6,79.69,0.65,yes,313,0.17,2.22,AEOD81520,State-based Party (Other State),16651,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Odisha,16,2,2019,4,4,0,7,BIRENDRA KUMAR BAG,MALE,IND,887,39,SC,185024,232190,BIJEPUR,GEN,BARGARH,NORTH DIVISION,6,79.69,0.48,yes,0,0,2.22,AEOD81521,Independents,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Doctorate,Education,Home Teacher or Tuition,,,State Assembly Election (AE)
Odisha,16,2,2019,,4,1,1,RITA SAHU,FEMALE,BJD,135957,48,GENERAL,184051,232055,BIJEPUR,GEN,BARGARH,NORTH DIVISION,5,79.31,73.87,no,97990,53.24,1.69,AEOD84480,State-based Party,9079,TRUE,2,,,,FALSE,FALSE,1,TRUE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Odisha,16,2,2019,,4,1,2,SANAT KUMAR GARTIA,MALE,BJP,37967,53,GENERAL,184051,232055,BIJEPUR,GEN,BARGARH,NORTH DIVISION,5,79.31,20.63,no,32094,17.44,1.69,AEOD84494,National Party,1605,TRUE,2,BJP,1605,BIJEPUR,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,State Assembly Election (AE)
Odisha,16,2,2019,,4,1,3,DILLIP KUMAR PANDA,MALE,INC,5873,53,GENERAL,184051,232055,BIJEPUR,GEN,BARGARH,NORTH DIVISION,5,79.31,3.19,yes,3891,2.11,1.69,AEOD84495,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Odisha,16,2,2019,,4,1,4,NOTA,,,1982,,,184051,232055,BIJEPUR,GEN,BARGARH,NORTH DIVISION,5,79.31,1.08,,763,0.41,1.69,,,,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Odisha,16,2,2019,,4,1,5,ASHOK KUMAR MITTAL,MALE,Akhil Bharat Hindu Mahasabha,1219,58,GENERAL,184051,232055,BIJEPUR,GEN,BARGARH,NORTH DIVISION,5,79.31,0.66,yes,166,0.09,1.69,AEOD84496,Local Party,268,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Odisha,16,2,2019,,4,1,6,BRUNDABAN PUROHIT,MALE,IND,1053,33,GENERAL,184051,232055,BIJEPUR,GEN,BARGARH,NORTH DIVISION,5,79.31,0.57,yes,0,0,1.69,AEOD84497,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Odisha,16,3,2019,4,4,0,1,DEBESH ACHARYA,MALE,BJD,75133,46,GENERAL,161640,221922,BARGARH,GEN,BARGARH,NORTH DIVISION,4,72.84,46.48,no,8452,5.23,2.5,AEOD23,State-based Party,9079,TRUE,2,BJD,9079,BARGARH,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate Professional,Business,,,,State Assembly Election (AE)
Odisha,16,3,2019,4,4,0,2,ASHWINI KUMAR SARANGI,MALE,BJP,66681,47,GENERAL,161640,221922,BARGARH,GEN,BARGARH,NORTH DIVISION,4,72.84,41.25,no,50376,31.17,2.5,AEOD25,National Party,1605,TRUE,2,BJP,1605,BARGARH,TRUE,TRUE,0,FALSE,FALSE,TRUE,Post Graduate,Business,,,,State Assembly Election (AE)
Odisha,16,3,2019,4,4,0,3,NIPON KUMAR DASH,MALE,INC,16305,41,GENERAL,161640,221922,BARGARH,GEN,BARGARH,NORTH DIVISION,4,72.84,10.09,yes,14515,8.98,2.5,AEOD81522,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Lawyer,Social Work,,State Assembly Election (AE)
Odisha,16,3,2019,4,4,0,4,NOTA,,NOTA,1790,,,161640,221922,BARGARH,GEN,BARGARH,NORTH DIVISION,4,72.84,1.11,,59,0.04,2.5,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Odisha,16,3,2019,4,4,0,5,KAUSTUVA BUDHIA,MALE,BSP,1731,63,GENERAL,161640,221922,BARGARH,GEN,BARGARH,NORTH DIVISION,4,72.84,1.07,yes,0,0,2.5,AEOD81523,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Former Government,Ex Civil Service,,,State Assembly Election (AE)
Odisha,16,4,2019,4,4,0,1,SNEHANGINI CHHURIA,FEMALE,BJD,84010,50,SC,171527,221469,ATTABIRA,SC,BARGARH,NORTH DIVISION,5,77.45,48.98,no,22396,13.06,2.56,AEOD1587,State-based Party,9079,TRUE,3,BJD,9079,ATTABIRA,TRUE,TRUE,2,FALSE,TRUE,TRUE,Post Graduate,Politics,Party Worker,,,State Assembly Election (AE)
Odisha,16,4,2019,4,4,0,2,MILAN SETH,MALE,BJP,61614,46,SC,171527,221469,ATTABIRA,SC,BARGARH,NORTH DIVISION,5,77.45,35.92,no,40103,23.38,2.56,AEOD1588,National Party,1605,TRUE,3,BJP,1605,ATTABIRA,TRUE,TRUE,0,FALSE,FALSE,TRUE,Graduate,Agricultural Labour,,,,State Assembly Election (AE)
Odisha,16,4,2019,4,4,0,3,NIHAR RANJAN MAHANAND,MALE,INC,21511,42,SC,171527,221469,ATTABIRA,SC,BARGARH,NORTH DIVISION,5,77.45,12.54,yes,19870,11.58,2.56,AEOD1586,National Party,3482,TRUE,3,INC,3482,ATTABIRA,TRUE,TRUE,1,FALSE,FALSE,TRUE,Graduate,Agriculture,,Social Work,,State Assembly Election (AE)
Odisha,16,4,2019,4,4,0,4,RABINDRA MEGHA,MALE,BSP,1641,58,SC,171527,221469,ATTABIRA,SC,BARGARH,NORTH DIVISION,5,77.45,0.96,yes,2,0,2.56,AEOD81524,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Social Work,,,,State Assembly Election (AE)
Odisha,16,4,2019,4,4,0,5,NOTA,,NOTA,1639,,,171527,221469,ATTABIRA,SC,BARGARH,NORTH DIVISION,5,77.45,0.96,,527,0.31,2.56,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Odisha,16,4,2019,4,4,0,6,LAXMAN KUMAR BHOI,MALE,PCHVP,1112,51,SC,171527,221469,ATTABIRA,SC,BARGARH,NORTH DIVISION,5,77.45,0.65,yes,0,0,2.56,AEOD44,Local Party,16335,TRUE,2,PCHVP,16335,BHATLI | RAIRAKHOL,FALSE,TRUE,0,FALSE,FALSE,TRUE,Graduate,Business,,,,State Assembly Election (AE)
Odisha,16,5,2019,4,4,0,1,SUSANTA SINGH,MALE,BJD,98666,45,GENERAL,186017,230719,BHATLI,GEN,BARGARH,NORTH DIVISION,5,80.62,53.04,no,23232,12.49,2.27,AEOD1596,State-based Party,9079,TRUE,3,BJD,9079,BHATLI,TRUE,TRUE,3,FALSE,TRUE,TRUE,12th Pass,Agriculture,,Social Work,,State Assembly Election (AE)
Odisha,16,5,2019,4,4,0,2,Irasis Acharya,MALE,BJP,75434,34,GENERAL,186017,230719,BHATLI,GEN,BARGARH,NORTH DIVISION,5,80.62,40.55,no,67059,36.05,2.27,AEOD81525,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Business,,,,State Assembly Election (AE)
Odisha,16,5,2019,4,4,0,3,Saroj Kumar Mahapatra,MALE,INC,8375,49,GENERAL,186017,230719,BHATLI,GEN,BARGARH,NORTH DIVISION,5,80.62,4.5,yes,7008,3.77,2.27,AEOD81526,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,Agriculture,,State Assembly Election (AE)
Odisha,16,5,2019,4,4,0,4,NOTA,,NOTA,1367,,,186017,230719,BHATLI,GEN,BARGARH,NORTH DIVISION,5,80.62,0.73,,200,0.11,2.27,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Odisha,16,5,2019,4,4,0,5,Narayan Vesra,MALE,BSP,1167,39,SC,186017,230719,BHATLI,GEN,BARGARH,NORTH DIVISION,5,80.62,0.63,yes,159,0.09,2.27,AEOD81527,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,,Social Work,,State Assembly Election (AE)
Odisha,16,5,2019,4,4,0,6,Dhana Pati Sahu,MALE,skd,1008,53,GENERAL,186017,230719,BHATLI,GEN,BARGARH,NORTH DIVISION,5,80.62,0.54,yes,0,0,2.27,AEOD51,Local Party,7540,TRUE,2,OJM,5940,BHATLI,TRUE,FALSE,0,TRUE,FALSE,TRUE,5th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Odisha,16,6,2019,4,4,0,1,Kishore Kumar Mohanty,MALE,BJD,80152,60,GENERAL,164587,211290,BRAJARAJNAGAR,GEN,JHARSUGUDA,NORTH DIVISION,9,77.9,48.7,no,11634,7.07,2.44,AEOD6900,State-based Party,9079,TRUE,7,BJD,9079,JHARSUGUDA,FALSE,TRUE,4,FALSE,FALSE,TRUE,Graduate Professional,Social Work,Advocacy,,,State Assembly Election (AE)
Odisha,16,6,2019,4,4,0,2,RADHARANI PANDA,FEMALE,BJP,68518,57,GENERAL,164587,211290,BRAJARAJNAGAR,GEN,JHARSUGUDA,NORTH DIVISION,9,77.9,41.63,no,59168,35.95,2.44,GEOD8239,National Party,1605,TRUE,6,BJP,1605,BRAJARAJNAGAR,TRUE,TRUE,1,FALSE,TRUE,TRUE,Graduate Professional,Politics,,,,State Assembly Election (AE)
Odisha,16,6,2019,4,4,0,3,Ramesh Tripathi,MALE,CPI,9350,52,GENERAL,164587,211290,BRAJARAJNAGAR,GEN,JHARSUGUDA,NORTH DIVISION,9,77.9,5.68,yes,7332,4.45,2.44,AEOD81528,State-based Party (Other State),2444,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Business,,,,State Assembly Election (AE)
Odisha,16,6,2019,4,4,0,4,Sitaram Rohidas,MALE,BSP,2018,44,SC,164587,211290,BRAJARAJNAGAR,GEN,JHARSUGUDA,NORTH DIVISION,9,77.9,1.23,yes,589,0.36,2.44,AEOD81529,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,State Assembly Election (AE)
Odisha,16,6,2019,4,4,0,5,NOTA,,NOTA,1429,,,164587,211290,BRAJARAJNAGAR,GEN,JHARSUGUDA,NORTH DIVISION,9,77.9,0.87,,488,0.3,2.44,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Odisha,16,6,2019,4,4,0,6,Rajani Bhue,FEMALE,OPD,941,32,GENERAL,164587,211290,BRAJARAJNAGAR,GEN,JHARSUGUDA,NORTH DIVISION,9,77.9,0.57,yes,329,0.2,2.44,AEOD81530,Local Party,24529,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,State Assembly Election (AE)
Odisha,16,6,2019,4,4,0,7,Haraprasad Meher,MALE,skd,612,65,GENERAL,164587,211290,BRAJARAJNAGAR,GEN,JHARSUGUDA,NORTH DIVISION,9,77.9,0.37,yes,39,0.02,2.44,AEOD81531,Local Party,7540,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Retired or Pension,Retired Teacher,,,State Assembly Election (AE)
Odisha,16,6,2019,4,4,0,8,MITHILA CHHURIA,FEMALE,IND,573,49,SC,164587,211290,BRAJARAJNAGAR,GEN,JHARSUGUDA,NORTH DIVISION,9,77.9,0.35,yes,67,0.04,2.44,AEOD81532,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Other,,,,State Assembly Election (AE)
Odisha,16,6,2019,4,4,0,9,AJAY PRASAD MANDAL,MALE,IND,506,60,GENERAL,164587,211290,BRAJARAJNAGAR,GEN,JHARSUGUDA,NORTH DIVISION,9,77.9,0.31,yes,18,0.01,2.44,AEOD81533,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,Contractor,,,State Assembly Election (AE)
Odisha,16,6,2019,4,4,0,10,Subas Behera,MALE,PSPL,488,45,GENERAL,164587,211290,BRAJARAJNAGAR,GEN,JHARSUGUDA,NORTH DIVISION,9,77.9,0.3,yes,0,0,2.44,AEOD81534,Local Party,17283,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Odisha,16,7,2019,4,4,0,1,Naba Kisore Das,MALE,BJD,98620,57,GENERAL,176187,223255,JHARSUGUDA,GEN,JHARSUGUDA,NORTH DIVISION,9,78.92,55.97,no,45699,25.94,2.44,AEOD3578,State-based Party,9079,TRUE,4,INC,3482,JHARSUGUDA,TRUE,FALSE,3,TRUE,TRUE,TRUE,Post Graduate,Social Work,Advocacy,,,State Assembly Election (AE)
Odisha,16,7,2019,4,4,0,2,Dinesh Kumar Jain,MALE,BJP,52921,61,GENERAL,176187,223255,JHARSUGUDA,GEN,JHARSUGUDA,NORTH DIVISION,9,78.92,30.04,no,34098,19.35,2.44,AEOD1613,National Party,1605,TRUE,2,BJP,1605,JHARSUGUDA,TRUE,TRUE,0,FALSE,FALSE,FALSE,Post Graduate,Liberal Profession or Professional,Lawyer,Agriculture,,State Assembly Election (AE)
Odisha,16,7,2019,4,4,0,3,Mahendra Naik,MALE,INC,18823,59,ST,176187,223255,JHARSUGUDA,GEN,JHARSUGUDA,NORTH DIVISION,9,78.92,10.68,yes,17383,9.87,2.44,AEOD81535,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Former Government,Ex Govt Employee,,,State Assembly Election (AE)
Odisha,16,7,2019,4,4,0,4,NOTA,,NOTA,1440,,,176187,223255,JHARSUGUDA,GEN,JHARSUGUDA,NORTH DIVISION,9,78.92,0.82,,448,0.25,2.44,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Odisha,16,7,2019,4,4,0,5,Kartikeswar Ghugar,MALE,BSP,992,32,SC,176187,223255,JHARSUGUDA,GEN,JHARSUGUDA,NORTH DIVISION,9,78.92,0.56,yes,213,0.12,2.44,AEOD81536,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Social Work,Activist,,,State Assembly Election (AE)
Odisha,16,7,2019,4,4,0,6,Snehalata Naik,FEMALE,IND,779,51,ST,176187,223255,JHARSUGUDA,GEN,JHARSUGUDA,NORTH DIVISION,9,78.92,0.44,yes,47,0.03,2.44,AEOD81537,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Odisha,16,7,2019,4,4,0,7,Punyaban Naik,MALE,IND,732,39,GENERAL,176187,223255,JHARSUGUDA,GEN,JHARSUGUDA,NORTH DIVISION,9,78.92,0.42,yes,16,0.01,2.44,AEOD81538,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Social Work,,,,State Assembly Election (AE)
Odisha,16,7,2019,4,4,0,8,Debananda Barik,MALE,PSPL,716,41,GENERAL,176187,223255,JHARSUGUDA,GEN,JHARSUGUDA,NORTH DIVISION,9,78.92,0.41,yes,110,0.06,2.44,AEOD81539,Local Party,17283,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,,,State Assembly Election (AE)
Odisha,16,7,2019,4,4,0,9,Prasanta Patel,MALE,KOKD,606,43,GENERAL,176187,223255,JHARSUGUDA,GEN,JHARSUGUDA,NORTH DIVISION,9,78.92,0.34,yes,48,0.03,2.44,AEOD81540,Local Party,11386,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Odisha,16,7,2019,4,4,0,10,Rekha Hota,FEMALE,IND,558,44,GENERAL,176187,223255,JHARSUGUDA,GEN,JHARSUGUDA,NORTH DIVISION,9,78.92,0.32,yes,0,0,2.44,AEOD81541,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Other,Household,,,State Assembly Election (AE)
Odisha,16,8,2019,4,4,0,1,BHABANI SHANKAR BHOI,MALE,BJP,60264,38,ST,153290,206865,TALSARA,ST,SUNDARGARH,NORTH DIVISION,9,74.1,39.31,no,16188,10.56,3.33,AEOD81542,National Party,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,12th Pass,Business,,Social Work,,State Assembly Election (AE)
Odisha,16,8,2019,4,4,0,2,STEPHEN WILSON SORENG,MALE,BJD,44076,35,ST,153290,206865,TALSARA,ST,SUNDARGARH,NORTH DIVISION,9,74.1,28.75,no,2965,1.93,3.33,AEOD81543,State-based Party,9079,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Social Work,,,,State Assembly Election (AE)
Odisha,16,8,2019,4,4,0,3,PRAFULLA MAJHI,MALE,INC,41111,69,ST,153290,206865,TALSARA,ST,SUNDARGARH,NORTH DIVISION,9,74.1,26.82,no,39257,25.61,3.33,AEOD5117,National Party,3482,TRUE,4,INC,3482,TALSARA,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate Professional,Agriculture,,,,State Assembly Election (AE)
Odisha,16,8,2019,4,4,0,4,GORETI XESS,FEMALE,IND,1854,49,ST,153290,206865,TALSARA,ST,SUNDARGARH,NORTH DIVISION,9,74.1,1.21,yes,70,0.05,3.33,AEOD81544,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Social Work,Activist,,,State Assembly Election (AE)
Odisha,16,8,2019,4,4,0,5,SANJEEB KUMAR XALXO,MALE,AAAP,1784,43,ST,153290,206865,TALSARA,ST,SUNDARGARH,NORTH DIVISION,9,74.1,1.16,yes,328,0.21,3.33,AEOD81545,State-based Party (Other State),13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Other,,,,State Assembly Election (AE)
Odisha,16,8,2019,4,4,0,6,NOTA,,NOTA,1456,,,153290,206865,TALSARA,ST,SUNDARGARH,NORTH DIVISION,9,74.1,0.95,,542,0.35,3.33,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Odisha,16,8,2019,4,4,0,7,SANJEET PRADHAN,MALE,BSP,914,42,ST,153290,206865,TALSARA,ST,SUNDARGARH,NORTH DIVISION,9,74.1,0.6,yes,189,0.12,3.33,AEOD81546,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,,,State Assembly Election (AE)
Odisha,16,8,2019,4,4,0,8,SHANTI PRAKASH SORENG,MALE,IND,725,60,ST,153290,206865,TALSARA,ST,SUNDARGARH,NORTH DIVISION,9,74.1,0.47,yes,171,0.11,3.33,AEOD81547,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Others,Retired or Pension,,,,State Assembly Election (AE)
Odisha,16,8,2019,4,4,0,9,HALDHAR NAIK,MALE,HND,554,56,ST,153290,206865,TALSARA,ST,SUNDARGARH,NORTH DIVISION,9,74.1,0.36,yes,2,0,3.33,AEOD3535,Local Party,3288,TRUE,2,IND,10809,TALCHER,FALSE,FALSE,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,,,State Assembly Election (AE)
Odisha,16,8,2019,4,4,0,10,SATISH KUMAR MINZ,MALE,BAHUMP,552,54,ST,153290,206865,TALSARA,ST,SUNDARGARH,NORTH DIVISION,9,74.1,0.36,yes,0,0,3.33,GEOD15643,Local Party,1060,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Social Work,,,,State Assembly Election (AE)
Odisha,16,9,2019,4,4,0,1,KUSUM TETE,FEMALE,BJP,83118,46,ST,174346,232017,SUNDARGARH,ST,SUNDARGARH,NORTH DIVISION,4,75.14,47.67,no,7364,4.22,2.38,AEOD83,National Party,1605,TRUE,2,BJD,9079,SUNDARGARH,TRUE,FALSE,1,TRUE,FALSE,TRUE,Graduate,Social Work,,,,State Assembly Election (AE)
Odisha,16,9,2019,4,4,0,2,JOGESH KUMAR SINGH,MALE,BJD,75754,45,ST,174346,232017,SUNDARGARH,ST,SUNDARGARH,NORTH DIVISION,4,75.14,43.45,no,63667,36.52,2.38,AEOD1633,State-based Party,9079,TRUE,3,INC,3482,SUNDARGARH,TRUE,FALSE,2,TRUE,TRUE,TRUE,Graduate,Agriculture,,,,State Assembly Election (AE)
Odisha,16,9,2019,4,4,0,3,AMITA BISWAL,FEMALE,INC,12087,35,ST,174346,232017,SUNDARGARH,ST,SUNDARGARH,NORTH DIVISION,4,75.14,6.93,yes,10120,5.8,2.38,AEOD81549,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Social Work,,,,State Assembly Election (AE)
Odisha,16,9,2019,4,4,0,4,NOTA,,NOTA,1967,,,174346,232017,SUNDARGARH,ST,SUNDARGARH,NORTH DIVISION,4,75.14,1.13,,547,0.31,2.38,,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Odisha,16,9,2019,4,4,0,5,GOVINDA CHANDRA BHOI,MALE,HND,1420,65,ST,174346,232017,SUNDARGARH,ST,SUNDARGARH,NORTH DIVISION,4,75.14,0.81,yes,0,0,2.38,AEOD81550,Local Party,3288,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Other,,,,State Assembly Election (AE)
Odisha,16,10,2019,4,4,0,1,Shankar Oram,MALE,BJP,60937,49,ST,175823,234559,BIRAMITRAPUR,ST,SUNDARGARH,NORTH DIVISION,8,74.96,34.66,no,16351,9.3,4,AEOD93,National Party,1605,TRUE,5,BJP,1605,BIRAMITRAPUR,TRUE,TRUE,2,FALSE,FALSE,TRUE,10th Pass,Social Work,,,,State Assembly Election (AE)
Odisha,16,10,2019,4,4,0,2,Makhlu Ekka,MALE,BJD,44586,53,ST,175823,234559,BIRAMITRAPUR,ST,SUNDARGARH,NORTH DIVISION,8,74.96,25.36,no,374,0.21,4,AEOD81551,State-based Party,9079,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,,,State Assembly Election (AE)
