"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"22",2,"SIA/UK/IND2/206131/2021","EC-05(21)/2021","Environmental Clearance for Proposed API Bulk Drugs & Intermediates Manufacturing Unit by M/s ParGee Pharmaceuticals at Khasra No. 665, 666, Village – Khedi Shikhopur Jadid Musthkam Pargana & Tehsil Bhagwanpur, District – Haridwar, Uttarakhand","M/S PARGEE PHARMACEUTICALS","EC Granted","EC",NA
"23",3,"SIA/UK/MIN/218037/2021","EC-01(177)/2021","Sand, Bajari and Boulder Mining Project”, Khasra No: 2078 mi,  Area- 1.020 ha out of 5.613 ha at Village- Chapad  , Tehsil- Belaghat , District- Nainital , Uttarakhand","KMVN","EC Granted","EC",NA
"24",4,"SIA/UK/MIN/31671/1990","E.C- 01(114)/2019","Dhuroli RBM Project","NEETIKA CHAUHAN","Under examination of SEAC","EC",NA
"25",5,"SIA/UK/MIN/31897/2019","E.C- 01(109)/2019","Birender Singh Rawat","BIRENDER SINGH RAWAT","Under examination of SEAC manually process","EC",NA
"26",6,"SIA/UK/IND2/32088/2019","E.C  5-(6)/2019","Environment Clearance for installation of proposed manufacturing unit of Paper Sizing Chemical & Rosin Derivatives by M/s Trident Chemicals located at Village: Toli, Panuwanaula, District: Almora, Utt","TRIDENT CHEMICAL","Under examination of SEAC manually process","EC",NA
"27",7,"SIA/UK/MIN/127794/2019","EC-1(43)/2018","Maithara Soapstone Project","MAITHARA SOAPSTONE PROJECT","EC Granted","EC",NA
"28",8,"SIA/UK/MIN/174945/2020","EC-01(78)/2019","Parth minerals","PARTH MINERALS","EC Granted","EC",NA
"29",9,"SIA/UK/MIN/63375/2021","EC-01(166)/2021","Proposed Khuldoari Baldoari Soapstone Mine (Area: 12.579 ha) at Village Khuldoari Baldoari, Tehsil & District:Bageshwar, Uttarakhand by M/s Uttarakhand Mine Minerals","MS UTTARAKHAND MINE MINERALS","EC Granted","EC",NA
"30",10,"SIA/UK/MIN/39838/2019","E.C- 01(106)/2019","Ginwala RBM Project","GINWALA RBM PROJECT","Under examination of SEAC manually process","EC",NA
"31",1,"SIA/UK/IND3/235526/2021","EC-09(92)/2021","Environmental Clearance for Proposed Installation of Powder Coating Facility in Domestic Furniture, DG Set Canopies & Other Sheet Metal Parts manufacturing unit by M/s Associated Engineers","M/S ASSOCIATED ENGINEERS","EC Granted","EC",NA
"32",2,"SIA/UK/MIN/218047/2021","EC-01(176)/2021","Sand, Bajari and Boulder Mining Project”, Khasra No: 16435 mi,  Area- 0.39 ha at Village- Bhandharigoun  , Tehsil- Didihat , District- Pithauragrah , Uttarakhand","KMVN","EC Granted","EC",NA
"33",3,"SIA/UK/MIN/129839/2019","E.C- 01(132)/2020","M/s Mahakali Associate","M/S MAHAKALI ASSOCIATES","EC Granted","EC",NA
"34",4,"SIA/UK/MIN/37126/2019","E.C 01(84)/2019","“Minor Mineral (Sand, Bajri & Boulder)”","MR. PUNEET KUMAR GOYAL","Delisted","EC",NA
"35",5,"SIA/UK/NCP/103153/2019","E.C- 7(8)/2019","Environmental Clearance for Proposed Installation of Green insulated DG Set and Enhancement of Man Power to manufacture of Shoes in the existing Complex by M/s Shutec, Khasra No. 205, Old Khasra No. 1","SHUTEC","Under examination of SEAC manually process","EC",NA
"36",6,"SIA/UK/MIS/182954/2020","EC-8(28)/2020","Softel Plaza","HOTEL SOFTEL PLAZA","EC Granted","EC",NA
"37",7,"SIA/UK/MIS/229754/2021","EC-08(48)/2021","M/s Aradhana Hospitality at Khasra No: 568, Area 957.79 m2 ,Sahastradhara Road, Adhoiwala, Pargana Parwadoon , Dehradun Uttrakhand 248001","MS ARADHANA HOSPITALITY","EC Granted","EC",NA
"38",8,"SIA/UK/MIS/271611/2022","EC-09(10)/2022","Application for obtaining No Objection Certificate/EC under Doon Valley Area as per MoEF Notification vide S.O. 2125 (E) dated 13.12.2007 for proposed orange category establishment of 200 TPH Stone Crusher Plant along with 500 KVA DG set by M/s Yamun","YAMUNA STONE CRUSHER","Request for withdraw","EC",NA
"39",9,"SIA/UK/MIS/61450/2019","EC-7(17)/2019","INTEGRATED MUNICIPAL SOLID WASTE PROCESSING FACILITY FOR SRINAGAR, Khasra No – 169, 170, 171, 187, 188, 189, 190, At Village –Girgaon, Tehsil- Srinagar, District- Pauri Garhwal (Uttarakhand),","NAGAR PALIKA PARISHAD, SRINAGAR","EC Granted","EC",NA
"40",10,"SIA/UK/MIS/176855/2020","EC-08(27)/2020","M/s Hotel Seyfert Sarovar Premiere","M/S HOTEL SEYFERT SAROVAR PREMIERE","EC Granted","EC",NA
"41",1,"SIA/UK/MIN/113306/2019","E.C- 01(91)/2019","Sand, Bajri and Boulder Mining Project, (Area 0.500 ha)","SHRI MATBAR SINGH NEGI","Under examination of SEAC manually process","EC",NA
"42",2,"SIA/UK/MIS/185300/2020","E.C - 08(29)/2020","Environmental Clearance for the Proposed Construction of Hotel Facility and Installation of Green Insulated DG set by M/s Anantsheel Enterprises LLP located at 851Kh, Village - Dhalwala, Tehsil - Narendra Nagar, District - Tehri Garhwal, Uttarakhand","M/S ANANTSHEEL ENTERPRISES LLP","EC Granted","EC",NA
"43",3,"SIA/UK/MIS/67618/2021","EC-08(49)/2021","Construction of Government Medical College at Haridwar, Uttarakhand","DEPARTMENT OF MEDICAL EDUCATION THROUGH DIRECTOR GENERAL,  MEDICAL EDUCATION DEPARTMENT , DEHRADUN","EC Granted","EC",NA
"44",4,"SIA/UK/MIS/260861/2022","","BLBK Pharmaceuticals Pvt Ltd","SHELANDRA KUMAR","Request for withdraw","EC",NA
"45",5,"SIA/UK/MIN/57692/2018","EC-01(05)/2018","Nayal Dhapola Soapstone mining Project","MANISH NAND KISHORE","EC Granted","EC",NA
"46",6,"SIA/UK/NCP/136148/2020","E.C- 09(52)/2020","Environmental Clearance for proposed Expansion of existing Pharmaceutical Formulations Unit","M/S NATCO PHARMA LIMITED","EC Granted","EC",NA
"47",7,"SIA/UK/MIN/52350/2018","EC-1(15)/2018","Proposed Soapstone Mining Project, Khasra No60, 61, 63, Area: 11.1830Hect., Production: 30014 TPA,  Near Village: Pranmati, Tehsil: Ghat, District: Chamoli, State: Uttarakhand","MS GOLCHA MINERALS PRIVATE LIMITED","EC Granted","EC",NA
"48",8,"SIA/UK/MIN/213393/2021","EC- 01(171)/2021","RBM excavation for Fish Pond Construction Project","BABU RAM","EC Granted","EC",NA
"49",9,"SIA/UK/IND3/227613/2021","EC-05(23)/2021","M/s. GNPAL SPECIALITY MOLECULES LLP.","M/S. GNPAL SPECIALITY MOLECULES LLP","EC Granted","EC",NA
"50",10,"SIA/UK/MIN/64203/2019","EC-1(99)/2019","Proposed Extraction of Silica Sand at Village Bhakwad, Tehsil Mori, District – Uttarkashi, Uttarakhand","BHAKWAD SILICA SAND MINE","EC Granted","EC",NA
"51",1,"SIA/UK/MIN/141460/2020","The Approved Ecological Sensitivity Certificate of","Dumate RBM Project","DUMATE RBM PROJECT","EC Granted","EC",NA
"52",2,"SIA/UK/IND/157559/2020","E.C- 05(17)/2020","Environment Clearance for Lead Acid Battery Manufacturing Unit by M/s Luminous Power Technologies Pvt. Ltd. at Plot No. – 04, Sector – 12, IIE, SIDCUL, Hardwar – 249403, Uttarakhand.","M/S LUMINOUS POWER TECHNOLOGIES PVT. LTD.","Delisted","EC",NA
"53",3,"SIA/UK/MIN/43474/2018","EC-1(16)/2018","Mining of Sand, Bajri and Boulder (Minor Mineral) at Khasra No. 2519 A (Area-6.00 Ha.) in Village- Bhaursha, Tehsil & District-Nainital, Uttarakhand by M/s Shri Satyendra Kumar Tomar","SHRI SATAYENDRA KUMAR SINGH","Under examination of SEAC","EC",NA
"54",4,"SIA/UK/MIN/126518/2019","EC-1(124)/2019","Chota Maroda RBM Project","MARODA RBM PROJECT","EC Granted","EC",NA
"55",5,"SIA/UK/NCP/143135/2020","EC- 9(55)/2020","Environmental Clearance for Motor Vehicle Service Center by M/s Berkeley Motors Limited located at Mohabewala Industrial Area, Subhash Nagar Chowk, Sharanpur Road, District Dehradun, Uttarakhand.","BERKELEY MOTORS LIMITED","EC Granted","EC",NA
"56",6,"SIA/UK/NCP/159587/2020","E.C No- 9(60)/2020","Environment Clearance for Two Wheeler Motor Vehicle Service Center established by M/s Jai Sai Motors, Unit-41 Tilak Road near Nagar Palika Rishikesh- 249201, District Dehradun, Uttarakhand.","M/S JAI SAI MOTORS","EC Granted","EC",NA
"57",7,"SIA/UK/MIS/207389/2021","EC-08(36)/2021","M/s Hotel Vasdaa & Banquet Hall","VASUDEVA HOTEL AND BANQUET","EC Granted","EC",NA
"58",8,"SIA/UK/MIS/208093/2021","EC-08(35)/2021","Proposed Expansion of Hotel Aketa","HOTEL AKETA PVT LTD","EC Granted","EC",NA
"59",9,"SIA/UK/MIN/60674/2019","EC-1(89)/2019","Mining of Proposed Nayal Soapstone Mine from Lease Area (8.490 Ha.) at Village - Nayal, Tehsil & District - Bageshwar, Uttarakhand.","PROPOSED NAYAL SOAPSTONE MINING AT VILLAGE NAYAL TEHSIL AND DISTRICT BAGESHWAR UTTARAKHAND BY SHRI KANTI LAL SHAH","EC Granted","EC",NA
"60",10,"SIA/UK/MIN/63086/2021","EC-01(167)/2021","Proposed Soapstone Mine (Area 4.762 Ha) at Village Loharkhet & Dhapoli, Tehsil Kanda & District Bageshwar, State Uttarakhand by M/S Ganganath Minerals","GANGANATH MINERALS","EC Granted","EC",NA
"61",1,"SIA/UK/MIN/31388/1900","E.C- 1(62)/2019","Sand Bajri and Boulder Mining Project, Area 4.298","M/S HINDUSTAN CONSTRUCTION COMPANY LTD. (HCC LTD.)","EC Granted - Processed offline","EC",NA
"62",2,"SIA/UK/MIN/34734/1900","E.C- 01(118)/2019","Rajeev Singh Rawat","RAJEEV SINGH RAWAT","EC Granted - Processed offline","EC",NA
"63",3,"SIA/UK/MIN/44608/2019","E.C- 01-(125)/2019","Rampur Raighati Ahatmal RBM Project","RAMPUR RAIGHAT RBM PROJECT","Under examination of SEAC manually process","EC",NA
"64",4,"SIA/UK/IND3/234496/2021","","Environmental Clearance for Proposed Installation of Powder Coating Facility in existing manufacturing unit of Domestic Furniture, DG Set Canopies & Other Sheet Metal Parts by M/s Associated Engineers at Plot No. 1048, Central Hopetown, Selaqui, Tehs","M/S ASSOCIATED ENGINEERS","Request for withdraw","EC",NA
"65",5,"SIA/UK/MIS/116640/2019","E.C- 09(40)/2019","Trotting Wheels Pvt. Ltd","TROTTING WHEELS PVT LTD","Under examination of SEAC manually process","EC",NA
"66",6,"SIA/UK/MIN/43942/2019","E.C- 01(120)/2019","Sumerpur RBM Project","SUMERPUR RBM PROJECT","Under examination of SEAC manually process","EC",NA
"67",7,"SIA/UK/MIN/191031/2021","EC-01(160)/2021","Almas RBM Project","JAGMOHAN SINGH CHAUHAN","EC Granted","EC",NA
"68",8,"SIA/UK/MIN/33447/2019","","Maroda Sand, Bajri & Boulder","BHARAT BHUSHAN","Under examination of SEIAA manually process","EC",NA
"69",9,"SIA/UK/MIN/53214/2019","EC-1(70)/2019","Soapstone Mining Project at Village Bheruchaubatta, Tehsil & District- Bageswar, Uttarakhand by Sh. Gopal Ram S/o Sh. Laccham Ram","BHERUCHAUBATTA SOAPSTONE MINES","EC Granted","EC",NA
"70",10,"SIA/UK/MIN/45829/2019","","Ram Brick Field","GLOBUS ENVIRONMENT ENGINEERING SERVICES","Delisted","EC",NA
"71",1,"SIA/UK/MIS/194746/2021","EC-09(76)/2021","Daffohils laboratories private limited","DAFFOHILS LABORATORIES PRIVATE LIMITED","EC Granted","EC",NA
"72",2,"SIA/UK/NCP/96917/2019","E.C- 9(26)/2019","Environment Clearance for installation of DG Set and Enhancement of Man power along with painting facility for Passenger Motor Car Service Centre in the existing complex by M/s Oberai Motors located at Plot No. B-115, Khatauni-74, P.O. Majra, Saharan","OBERAI MOTORS","EC Granted - Processed offline","EC",NA
"73",3,"SIA/UK/NCP/147507/2020","E.C- 09(58)/2020","Dehradun Premier Motors Pvt. Ltd. Mothorowala","DEHRADUN PREMIER MOTORS PRIVATE LIMITED","Delisted","EC",NA
"74",5,"SIA/UK/IND/245395/2021","EC-09(05)/2022","Ashirwad Enterprises and Screening Plant","MS ASHIRWAD ENTERPRISES AND SCREENING PLANT","Under examination of SEAC","EC",NA
"75",8,"SIA/UK/MIN/39444/2019","E.C- 01(110)/2019","RBM Project","NAGARSAL R RBM PROJECTS","Under examination of SEAC manually process","EC",NA
"76",10,"SIA/UK/MIS/118467/2019","E.C- 08(22)/2020","JURS COUNTRY","ENVIRO INFRA SOLUTIONS PVT LTD","Delisted","EC",NA
"77",1,"SIA/UK/MIN/190909/2021","EC-01(198)/2021","Syalsi RBM Project","JAGMOHAN SINGH CHAUHAN","EC Granted","EC",NA
"78",2,"SIA/UK/MIS/253612/2022","EC-09(09)/2022","Environmental Clearance for proposed establishment of 200 TPH Stone Crusher Plant along with DG set by Uttaranchal Stone Crusher (LLP) at Khasra No. 230 Ka Mi, 230 Ka, 223 Ka Mi, 223 Mi, 225, 226, 227 Ka, 230 Ka, Village Abdulapur Kenchiwala, Sahaspu","UTTARANCHAL STONE CRUSHER LLP","EC Granted","EC",NA
"79",3,"SIA/UK/NCP/105851/2019","E.C- 31(9)/2019","Environmental Clearance for proposed manufacturing of Pharmaceutical Formulation Products along with installation of green insulated DG Set by M/s Ishaana Nutraceuticals Pvt. Ltd. at Khasra No. 1016,","ISHAANA NUTRACEUTICALS PRIVATE LIMITED","Under examination of SEAC manually process","EC",NA
"80",4,"SIA/UK/MIS/267906/2022","EC-08(19)/2023","SHRIPADMAVATI BALAJI PVT.LTD","SHRIPADMAVATI BALAJI PRIVATE LIMITED","Rejected by SEAC","EC",NA
"81",5,"SIA/UK/MIN/41783/2019","E.C- 01(104)/2019","Char RBM Mining Project","CHAR MINING PROJECT","Under examination of SEAC manually process","EC",NA
"82",6,"SIA/UK/NCP/41176/2019","E.C- 09(42)/2019","Environment Clearance for installation of DG Sets and Enhancement of Man power along with painting facility for Passenger Motor Car Service Centre in the existing complex by M/s Divine Automotives Pri","DIVINE AUTOMOTIVES PRIVATE LIMITED","Under examination of SEAC manually process","EC",NA
"83",8,"SIA/UK/MIS/203493/2021","EC-08(33)/2021","Hotel Project of M/S the Vilana at Khasra No.76/1, Area-812.34 m2 at Railway road, Rishikesh District- Dehradun, Uttarakhand 249201","THE VILANA HOTEL","EC Granted","EC",NA
"84",1,"SIA/UK/MIN/213734/2021","EC-01(172)/2021","Sand/Bajri/Boulder","VIRAJ MAAN","EC Granted","EC",NA
"85",2,"SIA/UK/MIS/115216/2019","E.C- 08(16)/2019","40 Bedded Hospital Project by M/s. Kala Health Care Pvt. Ltd","M/S KALA HEALTH CARE PVT LTD","Under examination of SEAC manually process","EC",NA
"86",3,"SIA/UK/NCP/130088/2019","EC-9(49)/2019","Environment Clearance for installation of DG Set in Motor Vehicle Service Center by M/s Oberai Motors Limited located at Plot No. 14, Transport Nagar, Saharanpur Road, District Dehradun, Uttarakhand","OBERAI MOTORS LIMITED","EC Granted","EC",NA
"87",4,"SIA/UK/MIN/235155/2021","","Environment Clearance for expansion of M/s. Valley Hotel & Resorts project in Central Hope Town, Selaqui Industrial Area, Dehradun","VALLEY HOTEL & RESORT","Delisted","EC",NA
"88",9,"SIA/UK/MIN/42388/2019","E.C- 01(105)/2019","Rampur Raighati Ahatmal III RBM Project","RAMPUR R G R RBM PROJECT","Under examination of SEAC manually process","EC",NA
"89",10,"SIA/UK/MIN/203118/2021","E.C- 01(63)/2021","Proposed Digging / Excavation of “Brick Earth” for Brick manufacturing from Lease area of Village Halduashahu & Jagatpur Patti, Tehsil – Jaspur, District Udham Singh Nagar, by M/s Golden Bricks Work, Village – Halduashahu, Tehsil – Jaspur, District U","GOLDEN BRICKS WORK","Delisted","EC",NA
"90",1,"SIA/UK/MIN/55927/2018","EC-1(4)/2018","Nagkanyal-Kandekanya Soap Stone Deposit Project","NAGKANYAL-KANDEKANYA SOAP STONE DEPOSIT PROJECT","EC Granted","EC",NA
"91",2,"SIA/UK/NCP/113830/2019","E.C- 09(38)/2019","Environmental Clearance for Proposed Installation of Green insulated DG Set and Enhancement of Man Power to manufacture Shoes in the existing Complex by M/s Mochiko Shoes Pvt Ltd. (Unit-2) at Khasra N","M/S MOCHIKO SHOES PVT. LTD","Under examination of SEAC manually process","EC",NA
"92",3,"SIA/UK/MIN/54500/2018","EC-01(54)/2018","TOTIGAD SOAP-STONE DEPOSIT MINE","KAMLA DEVI BAFILA","EC Granted","EC",NA
"93",4,"SIA/UK/MIN/218060/2021","EC-01(175)/2021","Proposed Project for Sand, Bajri and  Boulders ""Minor Minerals"" mining at Khasra No. 001, lease area - 0.24 Ha, Village - Bagi, Tehsil - Lansdowne District - Pauri Garhwal, Uttarakhand of Shri Ganesh Singh Rawat","SHRI GANESH SINGH RAWAT PROPOSAL FOR SAND, BAJRI AND  BOULDERS ""MINOR MINERALS"" MINING AT KHASRA NO. 001, LEASE AREA - 0.24 HA, VILLAGE - BAGI, TEHSIL - LANSDOWNE DISTRICT - PAURI GARHWAL, UTTARAKHAND","EC Granted","EC",NA
"94",5,"SIA/UK/MIN/211674/2021","EC-01(169)/2021","is  “Minor Mineral (sand Bajri Boulder)” at Khsra no 231/5, 231/4/2, 229/3/1, 230/3, 231/3/1 Village -SemalChaur,Teh-Kaladhungi&Dist-Nainital (U.K).","SHRI MANINDER SINGH","EC Granted","EC",NA
"95",6,"SIA/UK/MIN/134685/2020","E.C- 01(131)/2020","Proposed Extraction / Collection of Minor Minerals i.e. Sand/Bajri/ Boulder from mine lease area from Mandakini River at Village Amotha, Tehsil & District Rudraprayag, Uttarakhand.","DHARAM PAL SINGH","EC Granted","EC",NA
"96",7,"SIA/UK/MIN/53360/2018","EC-1(30)/2018","Jai Ambika Mines","JAI AMBIKA MINES","EC Granted","EC",NA
"97",8,"SIA/UK/MIN/61400/2018","EC-1(26)/2018","Mining of Proposed Soapstone Mine from Lease Area (4.195 Ha.) at Village-Dayali Kuroli, Tehsil- Dugnakuri, District- Bageshwar, Uttarakhand","JAI  MATA DI MINES","EC Granted","EC",NA
"98",9,"SIA/UK/IND2/59204/2009","EC-5(10)/2019","Environmental Clearance for proposed expansion of Acrylic Polymers Emulsion, Polymers of Vinyl Acetate, Vinyl Copolymers, Constructions Chemical & addition of solvent based adhesive by M/s Jesons Industries Ltd. (Unit V) at Plot No. 29 A & B, KIE Industrial Estate, Mundiyaki, Tehsil Roorkee, District Haridwar, Uttarakhand","M/S. JESONS INDUSTRIES LTD","EC Granted","EC",NA
"99",10,"SIA/UK/MIN/231714/2021","EC-01(225)/2021","Fish Pond RBM Construction Project","FISH POND RBM CONTRACTION PROJECT","EC Granted","EC",NA
"100",1,"SIA/UK/MIS/236383/2021","EC-08(51)/2021","Environmental Clearance for the Proposed expansion of Group Housing Project by M/s Bridge View Estate located at New Khasra No. 124 (Old Khasra No. 231, 232, 233, 234 & 114Kha), Muza Kandoli, Pargana Parwa Doon, Dehradun, Uttarakhand","M/S BRIDGE VIEW ESTATE","EC Granted","EC",NA
"101",2,"SIA/UK/MIN/55255/2019","E.C- 01(58)/2019","Jai Badri Kedar Soapstone Mining","JAI BADRI KEDAR SOAPSTONE MINING","EC Granted","EC",NA
"102",4,"SIA/UK/MIS/288132/2022","EC-08(28)/2023","Proposed Construction of Hotel “Hotel Holy Vivasa”(M/s Shivalik Tower)","DINESH KOTHARI","For further consideration(SEAC)","EC",NA
"103",6,"SIA/UK/IND3/83123/2022","EC-09(58)/2023","UNI MEDICO LABS","UNI MEDICOLABS","Under examination of SEAC","EC",NA
"104",7,"SIA/UK/MIN/50443/2016","E.C No- 901-1-(863)/2016
Dated- 1.3.2016","Environmental Clearance for the Proposed Digging / Excavation of Minor Minerals i.e. “Brick Earth” for Brick manufacturing from lease area of Village Pipaliya (1.405 Hectare) by M/s Shaan Brick Field, Village – Pipliya No.1, Mahtosh mor, Tehsil – Gad","SHAAN BRICK FIELD","EC  has been Granted Manually","EC",NA
"105",8,"SIA/UK/MIN/91638/2019","E.C- 1(66)/2019","Soapstone mining from Uneven Agricultural land at Village Rai Garhsyari Tehsil Didihat District Pithoragarh Uttarakhand","LALIT MOHAN PETSHALI","Under examination of SEAC manually process","EC",NA
"106",9,"SIA/UK/MIN/414590/2023","","Joshigaon (Golchaura) Soapstone Mining Project","PRADEEP JOSHI","Request for withdraw","EC",NA
"107",10,"SIA/UK/INFRA2/427635/2023","EC-09(53)/2023","Environmental Clearance for Proposed Enhancement in Production Capacity for Manufacture of Shoe Soles, Footwear & Parts therof in the existing Complex","SOL TEC","EC Granted","EC",NA
"108",1,"SIA/UK/MIN/236700/2021","EC-01(220)/2021","Kanari RBM Mining Project","KANARI RBM MINING PROJECT","EC Granted","EC",NA
"109",2,"SIA/UK/IND2/50020/2018","E.C- 05(02)/2019","Proposed Establishment of new Distillery (Grain Based) - 40 KLD (ENA Ethanol) along with Co generation power - 3.0 MW at village - Ahmadpur Grant, Block - Bahadarabad, Tehsil & Distt - Haridwar( UK)","UTTAM DISTILLERIES LIMITED","EC Granted","EC",NA
"110",3,"SIA/UK/MIN/137267/2020","E.C- 01(133)/2020","Dinesh Negi","DINESH NEGI","Delisted","EC",NA
"111",4,"SIA/UK/MIS/39302/2012","EC-08(24)/2020","M/s Windlass Developer Private Limited has proposed to develop “Township project”  at Village – Harrawala, Kuanwala & Balawala, District - Dehradun, Uttarakhand","WINDLASS DEVELOPERS PRIVATE LIMITED","EC Granted","EC",NA
"112",5,"SIA/UK/IND2/175420/2020","EC-5(19)/2020","Environmental Clearance for Proposed API Bulk Drugs & Intermediates Manufacturing Unit by M/s. Nueve Healthcare","M/S NUEVE HEALTHCARE","EC Granted","EC",NA
"113",6,"SIA/UK/NCP/133906/2019","E.C 09(50)/2020","Environment Clearance for Installation of DG Set and Enhancement of Man power along with painting facility for Passenger Motor Car Service Centre in the existing complex by M/s BM Autosales Private Li","M/S BM AUTOSALES PRIVATE LIMITED","EC Granted","EC",NA
