,Unnamed: 0,X...,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
298,299,7,SIA/BR/MIS/290795/2022,SIA/8(a)/2046(EXP)/2022,Proposed Expansion of Residential Building “H2O City”,M/S ANSHUL HOMES PVT. LTD.,EC Granted,EC,, 
299,300,8,SIA/BR/MIS/106801/2019,SIA/8(a)/690/19,Proposed Samaharnalaya Bhawan Complex,"BUILDING CONSTRUCTION DEPARTMENT, GOVERNMENT OF BIHAR",EC Granted,EC,, 
300,301,9,SIA/BR/MIN/30932/2019,SIA/1(a)/541/18,"Khairi Sand Ghat Mining Project of Area 21.0 ha of Lakhisarai District, Bihar on Kiul River",WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
301,302,2,SIA/BR/IND/50832/2020,,Balmukund Concast Pvt. Ltd. (BCPL),BALMUKUND CONCAST LIMITED,Delisted,EC,, 
302,303,4,SIA/BR/MIN/146893/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA CHERAKHERA AREA 4.87 AC,Delisted,EC,, 
303,304,5,SIA/BR/MIN/147851/2020,,SOIL BRICK MINE,M/S S. STAR BRICKS,Delisted,EC,, 
304,305,6,SIA/BR/MIN/136737/2020,,M/S ANAND BRICKS,M/S ANAND BRICKS,Delisted,EC,, 
305,306,7,SIA/BR/MIN/137012/2020,,"Brick Earth Mining Project at Village- Ramnagar, P.O- Ghogha, P.S- Sabour, District- Bhagalpur (Bihar)",M/S-SARBH MANGAL BRICKS INDUSTRIES SONA,Delisted,EC,, 
306,307,8,SIA/BR/MIN/30999/2019,SIA/1(a)/586/18,westlinkghats@gmail.com,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
307,308,9,SIA/BR/MIN/34115/2019,SIA/1(a)/525/18,Sheikhpura stone mines,SBIDPL,EC Granted,EC,, 
308,309,1,SIA/BR/MIN/162925/2020,,Brick Kiln Soil Mining Project,JAI GURU BRICKS,Delisted,EC,, 
309,310,6,SIA/BR/MIN/138131/2020,,"Brick Earth Mining Project of Area 4.37 Acres or 1.77 Hectare for M/s Jai Int Udyog at Mauza- Sondipi, Kakanchaur, P.O- Dighi, P.S + Block- Laxmipur, District- Jamui, State- Bihar",M/S R.K.S INTUDYOG,Delisted,EC,, 
310,311,8,SIA/BR/MIN/138391/2020,,"BRICK MINING PROJECT FOR MAUZA MANDACHH, TELHARA, EKANGARSARAI, DISTRICT- NALANDA, AREA 3.33 Ac, 1.34 Ha",M/S SHUBHAM INT UDYOG PROP RAVI RANJAN KUMAR NIRALA,Delisted,EC,, 
311,312,2,SIA/BR/MIS/256376/2022,SIA/8(a)/1912/2022,BD Crystal (Project of M/s Ashtha Homes Pvt. Ltd.),ASTHA HOMES PRIVATE LIMITED,EC Granted,EC,, 
312,313,3,SIA/BR/MIN/140793/2020,,"BRICK EARTH MINING PROJECT FOR MAUZA BARARI HARKESH, UCHAKAGAON, GOPALGANJ, AREA 4.00 Ac, 1.62 Ha",M/S RAJ INT UDYOG PROP RAMESH SINGH,Delisted,EC,, 
313,314,4,SIA/BR/MIN/134167/2019,,"Jirwa M/S. DURGA INT UDYOG  Earth Mining Project, Thana No-207, Khata No. 2009, 2496 &  1386. Plot No. 12019, 11452, 12062, & 12052 Area 1.47 HA (3.65Ac) For production capacity 6853.14  TPA, .Mauza-",M/S DURGA INT UDYOG PROP- RINA BHARATI,Delisted,EC,, 
314,315,5,SIA/BR/MIN/134615/2020,,"Brick Earth Mining Project at Village- Baijnathpur, P.O- Chandwar, P.S- Aurai, District- Muzaffarpur (Bihar)",M/S JALPA JI INT UDYOG,Delisted,EC,, 
315,316,7,SIA/BR/MIN/167383/2020,,BRICK EARTH MINING PROJECT FOR M/S BIHAR INT UDYOG UNIT I MAUZA HASANPUR PIPRA ARWAL AREA 2.54 Ac,M/S BIHAR INT UDYOG UNIT I PROP MD MANWER ALAM,Delisted,EC,, 
316,317,8,SIA/BR/MIN/33741/2019,,Pipra Balu Ghat,VINAY  KUMAR,Pending at PP due to eds,EC,, 
317,318,1,SIA/BR/MIS/53022/2019,SIA/8(b)/696/19,"Redevelopment of  Patna Medical College & Hospital (PMCH)  Patna, Bihar",PMCH,EC Granted,EC,, 
318,319,2,SIA/BR/MIN/41216/2019,SIA/1(a)/593/18,jaljoga Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
319,320,3,SIA/BR/MIN/41879/2019,,Proposed Sand Mining Project of area 5.0 ha at Naokothi Ghat on  Gandak River of District- Begusarai of State- Bihar,RADHA SWAMI AUTOMOBILES,Pending at PP due to eds,EC,, 
320,321,4,SIA/BR/MIN/31424/2019,SIA/1(a)/638/19,"Sand mining project at Fatehpur ghat -1 in district Sahar, Bhojpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
321,322,5,SIA/BR/MIN/129814/2019,,"Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/s Radha Bricks at Vill: Sukumarpur, P.O- Jafrabad, P.S- Raghopur, District- Vaishali, State- Bihar",M/S RADHA BRICKS,Delisted,EC,, 
322,323,6,SIA/BR/MIN/131978/2019,,Proposed Brick Earth Mining,MS HARI INT UDYOG,Delisted,EC,, 
323,324,7,SIA/BR/IND/53470/2020,SIA/5(i)/1028/2020,Smrity Paper Mill Private Limited,SMRITY PAPER MILLS PVT LTD,EC Granted,EC,, 
324,325,8,SIA/BR/MIN/132625/2019,,Proposed Brick Earth Mining,MS SHIVAM BRICKS INDUSTRIES,Delisted,EC,, 
325,326,9,SIA/BR/MIN/153195/2020,,"Brick Clay Mining Mauza/ Village- Madardih, P.O- Wajirganj, P.S- Wajirganj , District- Gaya (Bihar).",M/S- RADHA BRICKS,Delisted,EC,, 
326,327,10,SIA/BR/MIN/200052/2021,,M/s N.K. Int Udyog,N.K. INT UDYOG,Delisted,EC,, 
327,328,2,SIA/BR/MIN/132362/2019,,"M/s. INDIA BRICKS Project, For Production Capacity – 4495.5 cum (or 6293.7 TPA), Area-1.35Ha  (3.34 Ac), Thana No.- 139, Khata No. 120 & 121. Plot No. 143, 158, 896 & 723. P.S. + Circle - Naubatpur, D",SUDAMA PRASAD,Delisted,EC,, 
328,329,7,SIA/BR/MIN/149105/2020,,"Brick Earth Village- Mishrawaliya, P.O- Kamarpur, P.S– Mufsil Buxar, District- Buxar (Bihar)",M/S SMART INT UDYOG- 1,Delisted,EC,, 
329,330,8,SIA/BR/MIN/147342/2020,,"Soil Mining Project at Village- Nauranga Jalalpur, Post- Jalalpur, P.S-Maranchi, District- Patna(Bihar)",M/S BIPUL KUMAR,Delisted,EC,, 
330,331,9,SIA/BR/MIN/32551/2019,SIA/1(a)/675/19,Sand mining project at Baidrabad ghat on Son river over an area of 24.8 ha in district Arwal in Bihar,MOR MUKAT MARKETING PRIVATE LIMITED,Referred Back to SEAC(A),EC,, 
331,332,10,SIA/BR/MIN/34525/2019,,Belwa Balu Ghat on Baghmati River,VINAY  KUMAR,Pending at PP due to eds,EC,, 
332,333,1,SIA/BR/MIN/136832/2020,,M/S S R CHIMNEY UDYOG,M/S S R CHIMNEY UDYOG,Delisted,EC,, 
333,334,2,SIA/BR/MIN/136820/2020,,"BRICK EARTH MINING PROJECT FOR M/S. A X BRICKS, MAUZA- BRINDAVAN, THAWE, DISTRICT- GOPALGANJ, AREA- 3.42 Ac, 1.38 Ha","M/S. A X BRICKS, PROP- AMIR ALAM, MAUZA-NASIR CHHAPRA",Delisted,EC,, 
334,335,7,SIA/BR/MIN/146906/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA CHHARAPATTI AREA 5.65 AC,Delisted,EC,, 
335,336,8,SIA/BR/MIN/146717/2020,,"soil mining at Village- Gangajal Tola, Post- Sonpur, P.s.- Sonpur, District- Saran (Bihar).",M/S SINGLA CONSTRUCTION PVT. LTD,Delisted,EC,, 
336,337,9,SIA/BR/MIN/167200/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA RAHIYAR KAUNCHI,BSCPL INFRASTRUCTURE LTD MAZUA RAHIYAR KUANCHI,Delisted,EC,, 
337,338,1,SIA/BR/MIS/169085/2020,SIA/7(g)/1281/2021,"Passenger Ropeway at  Dungeshwari, Bodhgaya District. Gaya, Bihar.",DEPARTMENT OF TOURISM GOVT OF BIHAR,EC Granted,EC,, 
338,339,3,SIA/BR/MIN/140949/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA RANNA AREA 12.34 AC,Delisted,EC,, 
339,340,4,SIA/BR/MIN/31513/2019,SIA/1(a)/633/19,"Sand mining project at Bindaul ghat on Son river over an area of 24.8 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
340,341,6,SIA/BR/MIN/143885/2020,,BRICK EARTH MINING PROJECT M/S BHARAT EET UDYOG MAUZA RAMPUR SAIDPUR RUNNI RUNNI SAIDPUR SITAMARHI AREA 2.52,M/S BHARAT EET UDYOG RPOP MERAJ KHAN AREA 2.52,Delisted,EC,, 
341,342,7,SIA/BR/MIN/143912/2020,,"Brick Earth Mining Project at Village- Chehal Mudera, P.O- Ghareya, P.S- Atri, District- Gaya(Bihar)",M/S- AMAR BRICKS,Delisted,EC,, 
342,343,8,SIA/BR/MIN/141164/2020,,"Brick Earth Mining Project at Mauza- Nabani, P.O- Nabani, P.S- Jhanjharpur, District- Madhubani (Bihar)",M/S- JAGDAMBA INT UDYOG,Delisted,EC,, 
343,344,9,SIA/BR/MIN/49347/2020,,,MS BALAJIENTERPRISES,Pending at PP due to eds,EC,, 
344,345,10,SIA/BR/MIS/115168/2019,SIA/8(a)/692/19,"SHRI RAM JANAKI MEDICAL COLLEGE & HOSPITAL AT SAMASTIPUR,  (BIHAR)",DEPARTMENT OF HEALTH GOVERMENT OF BIHAR,EC Granted,EC,, 
345,346,4,SIA/BR/MIN/143960/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA CHHATAUNI AREA 7.87 AC,Delisted,EC,, 
346,347,8,SIA/BR/MIN/162276/2020,,BRICK EARTH MINING PROJECT FOR M/S KRANTI BRICKS MAUZA KUSRE KARPI ARWAL AREA 2.43 Ac 0.98 Ha,BRICK EARTH MINING PROJECT FOR M/S KRANTI BRICKS PROP RAM VINAY SINGH,Delisted,EC,, 
347,348,9,SIA/BR/MIN/132402/2019,,M/s Manoj Bricks,M/S MANOJ BRICKS (MANOJ KUMAR),Delisted,EC,, 
348,349,10,SIA/BR/MIN/132230/2019,,"M/S INDIA  BRICKS, For Production Capacity -5034.96 TPA, Area-1.08ha (2.68Ac), Thana no-127, Khata no-64,66,72,88&94. Plot no.-238 ,242 , 243 ,244 ,254 ,199 ,198 ,218 ,217 , 178 ,206&208. Rupaspur, P.",M/S INDIA BRICKS RAJEEV KUMAR,Delisted,EC,, 
349,350,1,SIA/BR/MIN/137379/2020,,"Brick Earth Mining Project of Area 4.37 Acres or 1.77 Hectare for M/s RCM Bricks at Vill/Mauza- Matior, P.S- Patauri, Block- Mohanpur, District- Samastipur State - Bihar",M/S RCM BRICKS,Delisted,EC,, 
350,351,2,SIA/BR/MIN/136524/2020,,"BRICK EARTH MINING PROJECT FOR M/S AMAN BRICKS MAZUA GORGAON KORHA KATIHAR AREA 2.33 Ac, 0.94 Ha",M/S AMAN BRICKS PROP MD AMIR HUSSAIN,Delisted,EC,, 
351,352,4,SIA/BR/MIN/35049/2019,,"Brick Earth Mining Project of Area 3.22 Acres or 1.30 Hectare for M/s Maa  Tara Int Udyog at Mauza + P.O- Dobhwan, P.S + Block- Pandarakh, District- Patna, State-  Bihar",MAA TARA INT UDYOG,Pending at PP due to eds,EC,, 
352,353,5,SIA/BR/MIS/175928/2020,SIA/8(a)/1261/2020,Upgradation of Regional Institute of Ophthalmology (RIO) under Pradhan Mantri Swasthaya Suraksha Yojana (PMSSY) Phase- V (B) at IGIMS,INDIRA GANDHI INSTITUTE OF MEDICAL SCIENCES,Rejection Letter Granted,EC,, 
353,354,6,SIA/BR/MIN/139756/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUTURE LTD. MAUZA DIGHARI MANSI CHAUTHAM KHAGARIA,BSCPL INFRASTRUCTURE LTD. MAUZA DIGHARI AREA 11.00 AC,Delisted,EC,, 
354,355,7,SIA/BR/MIN/154091/2020,,Brick Clay Mining for M/s M.G Contractors Pvt. Ltd,M/S JHAJHARIA GALVANO MAXWELL(JV),Delisted,EC,, 
355,356,9,SIA/BR/MIN/33568/2019,,Danrihar Sand Ghat on Bagra River,KATYAYNI CONTRACTORS PVT. LTD.,Pending at PP due to eds,EC,, 
356,357,10,SIA/BR/MIN/33778/2019,,Proposed Sand Mining Project of Area 4.82 Ha at Ahirauli Ghat on Ganga River of District-Buxar of State-Bihar,MS KATYAYNI CONTRACTORS PRIVATE LIMITED,Pending at PP due to eds,EC,, 
357,358,4,SIA/BR/MIS/168496/2020,,Upgradation of Regional Institute of Ophthalmology (RIO) under Pradhan Mantri Swasthaya Suraksha Yojana (PMSSY) Phase- V (B) at IGIMS,INDIRA GANDHI INSTITUTE OF MEDICAL SCIENCES,Delisted,EC,, 
358,359,9,SIA/BR/IND/25215/2018,SIA/3(a)/540/18,M/s Magadh Industries Pvt. Ltd.,MAGADH INDUSTRIES PVT LTD,EC Granted,EC,, 
359,360,3,SIA/BR/MIS/269976/2022,Please submit scrutiny fee,“Medical & Allied Sciences Campus” (KK Medical College & Hospital) A Unit of Samajik Kalyan Sanstha,SAMAJIK KALYAN SANSTHA,EDS Under SEIAA,EC,, 
360,361,4,SIA/BR/MIN/35003/2019,,"Report of Brick Earth Mining Project of Area 3.32 Acres or 1.34 Hectare for M/s  Radha Bricks at Mauza- Saidpur, P.O- Karauta, P.S- Salimpur, Block- Bakhtiyarpur, District-  Patna,  State- Bihar",RADHA BRICKS,Pending at PP due to eds,EC,, 
361,362,7,SIA/BR/MIN/149185/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA DIGHARI & HARDIYA AREA 12.35,Delisted,EC,, 
362,363,8,SIA/BR/MIN/149173/2020,,M/s Badal Int Udyog,M/S BADAL INT UDYOG,Delisted,EC,, 
363,364,9,SIA/BR/MIN/444353/2023,SIA/1(a)/2397/2023,"Sand Mining Project, Bhoj Son 38 Sand Ghat of District- Bhojpur, State-Bihar.",RAJEEV SINGH,EC Granted,EC,, 
364,365,10,SIA/BR/MIN/71317/2017,,"Sand Mining Project at Musi Sand Ghat, on Buddh river, Anchl-Tekari, Dist-Gaya, Bihar",WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
365,366,1,SIA/BR/MIN/60516/2016,SIA/1(a)/379/16,"Sand Mining Project at Sharwan Dumri on River Falgu, district Jehanabad, Bihar",BANSHIDHAR CONSTRUCTION PVT LTD,EC Granted,EC,, 
366,367,2,SIA/BR/NCP/65336/2017,SIA/8(a)/504/17,"Proposed Residential and Commercial Building “Devendra Green City” at  Opp. Mahindra Commercial Vehicle Showroom, SH-01, Patna-Gaya road, District- Patna., Bihar",MAHENDRA GREEN HOMES PVT LTD,EC Granted,EC,, 
367,368,3,SIA/BR/MIN/64382/2017,SIA/1(a)/482/17,Sand Mining Project at Pachmahla Ghat on Morhar River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
368,369,4,SIA/BR/MIS/29857/2015,SIA/8(a)/61/2015,"Proposed Medical College at Golma, Saharsa, Bihar by Radha Ballabh Medical Foundation Trust.",RADHA BALLABH MEDICAL FOUNDATION TRUST,Delisted,EC,, 
369,370,5,SIA/BR/MIN/60665/2016,SIA/1(a)/385/16,"Sand mining Project, at thekhapar Ghat",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
370,371,6,SIA/BR/MIN/441880/2023,SIA/1(a)/2077/2022,Sand Mining Project of Area 18.00 Ha at Sand Block-08 Ghat on Son  River of District-Bhojpur of State-Bihar,KUMAR ABHISHEK,EC Granted,EC,, 
371,372,7,SIA/BR/MIN/66070/2017,SIA/1(a)/555/18,Sand Mining Project at Kalai & Durga Mandir Ghat on Ulai River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
372,373,8,SIA/BR/MIN/66064/2017,,Sand Mining Project at Jogidha Numar Sand Ghat on Anjana River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
373,374,9,SIA/BR/MIN/30290/2015,3453,"BRICKS EARTH KILN PROJECT
SPB BRICKS, ROUTA, PURNIA",SPB BRICKS,Delisted,EC,, 
374,375,10,SIA/BR/MIN/445347/2023,SIA/1(a)/2376/2023,"Sand Mining Project, Block 48 (Gaya Mohana 04/05/06)  Sand Ghat",RAMIYA CONSTRUCTION PRIVATE LIMITED,EC Granted,EC,, 
375,376,2,SIA/BR/MIN/136384/2020,,M/s Vanshree Int Udyog,M/S VANSHREE INT UDYOG,Delisted,EC,, 
376,377,3,SIA/BR/MIN/136793/2020,,M/S A.R INT UDYOG,M/S A.R INT UDYOG,Delisted,EC,, 
377,378,4,SIA/BR/MIN/35740/2019,,"Brick Earth Mining Project of Area 3.47 Acres or 1.40 Hectare for M/s Shiva  Bricks at Mauza- Maranchi Bariyar, Village- Maranchi, P.O- Maranchi, P.S- Maranchi, Block  - Mokama, District- Patna, State",MS SHIVA BRICKS,Pending at PP due to eds,EC,, 
378,379,5,SIA/BR/IND/253812/2022,,sdfds,Kali Mandal,Pending at PP due to eds,EC,, 
379,380,6,SIA/BR/MIN/66260/2017,,Sand Mining Project at Mandhata Sand Ghat on Barnar River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
380,381,7,SIA/BR/MIN/448417/2023,SIA/1(a)/2417/2023,Sand Mining Project of Area 13.1 Ha at Sand Block-07 Ghat on Kiul River of  District-Jamui of State-Bihar,GANESH KUMAR,EC Granted,EC,, 
381,382,8,SIA/BR/MIN/59865/2016,,Dogachhi river sand mine,OVERSEAS MIN TECH CONSULTANT,Delisted,EC,, 
382,383,9,SIA/BR/NCP/74684/2018,SIA/8(a)/522/18,Indira Gandhi Institute of Medical Sciences (IGIMS) Hospital Building Project,INDIRA GANDHI INSTITUTE OF MEDICAL SCIENCES,EC Granted,EC,, 
383,384,10,SIA/BR/MIS/17343/2016,,1 MLD Common Effluent Treatment Plant,BIHAR INDUSTRIAL AREA DEVELOPMENT AUTHORITY,EC Granted,EC,, 
384,385,4,SIA/BR/MIN/31036/2019,SIA/1(a)/680/19,"Sand mining project at Ekbalganj Nisarpura ghat on Son river over an area of 24.5 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
385,386,5,SIA/BR/MIN/144268/2020,,"Brick Earth Mining Project at Mauza- Pirojgarh, P.O- Tilath, P.S- Ghoghardiha, District- Madhubani (Bihar)",M/S- M.K.B INT UDYOG,Delisted,EC,, 
386,387,8,SIA/BR/MIN/132799/2019,,"Report of Brick Earth Mining Project of Area 3.03 Acres or 1.23 Hectare for M/s P.N.T Bricks at Vill/Mauza- Risaura, P.O-Risaura, P.S + Block- Maharajganj, District- Siwan, State- Bihar",M/S P.N.T BRICKS,Delisted,EC,, 
387,388,9,SIA/BR/MIN/132912/2019,,Pradhan Int Bhatta Udyog,PRADHAN INT BHATTA UDYOG,Delisted,EC,, 
388,389,10,SIA/BR/MIN/133559/2019,,"Choukari (Khata No. 179, Khasra No. 743 ) soil brick mining project.",M/S K.R.S. BRICKS,Delisted,EC,, 
389,390,1,SIA/BR/MIN/31558/2015,SIA/1(a)/27/2015,BRICK CLAY MINING PROJECT- S.S.D INT UDYOG,SSD INT UDYOG,Delisted,EC,, 
390,391,2,SIA/BR/MIN/32709/2015,SIA/1(a)/57/2015,Brick Clay Mining Project of M/s Ram Bricks,RAM BRICKS,Delisted,EC,, 
391,392,3,SIA/BR/MIN/440341/2023,SIA/1(a)/2312/2023,"Sand Mining Project, Block- 05 (Jamuawan Patwa Saray)  Sand Ghat of District- Nawada, State-Bihar.",MOHAMMAD KHAN,EC Granted,EC,, 
392,393,4,SIA/BR/MIN/61245/2016,SIA/1(a)/407/16,Sand Mining Project at Brahpur Ghat on river Ganga,BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
393,394,5,SIA/BR/MIN/438233/2023,SIA/1(a)/2088/2022,Proposed Sand Mining Project of Area 21.98 Ha at Arwal Son  Ghat 06 on Sone River of District-Arwal State-Bihar,BANSHIDHAR CONSTRUCTION PRIVATE LIMITED,For further consideration(SEAC),EC,, 
394,395,6,SIA/BR/MIN/34602/2019,,Sugauli & Chand Parsa Balu Ghat on Burhi Gandak River,VINAY  KUMAR,Delisted,EC,, 
395,396,9,SIA/BR/MIN/449467/2023,SIA/1(a)/2421/2023,"Sand Mining Project, Kishanganj Unit 01  Sand Ghat of District- Kishanganj, State-Bihar.",ATHAR HUSSAIN,EC Granted,EC,, 
396,397,10,SIA/BR/MIN/451423/2023,SIA/1(a)/2363/2023,"Sand Mining Project, Block 40 (Gaya Budh 04/05/06/07/ 08) Sand Ghat",DASHMESH CONTRACTORS,EC Granted,EC,, 
397,398,1,SIA/BR/MIN/126367/2019,,"Kharanth (Khata no- 159, 210. Khasra No. 856, 857, 800 ) soil brick mine project.",M/S RANI LNT UDYOG,Delisted,EC,, 
398,399,2,SIA/BR/MIN/144579/2020,,BRICK EARTH MINING RROJECT FOR M/S SRI SHYAM EET UDYOG MAUZA BELA BATHNAHA SITAMARHI AREA 3.31 Ac,M/S SRI SHYAM EET UDYOG PROP SHYAM CHANDRA BHAGAT,Delisted,EC,, 
399,400,4,SIA/BR/MIS/286711/2022,SIA/8(a)/2044/2022,Proposed Residential Building  “Regency Towers” NBCC Phase-II by NBCC (India) Limited,KUMAR SINHA,EC Granted,EC,, 
400,401,10,SIA/BR/MIN/437689/2023,SIA/1(a)/2290/2023,Sand Ghat Mining Project (Lakhisarai Block No.- 09) at Riverbed of Kiul River,SANJAY KUMAR,EC Granted,EC,, 
401,402,1,SIA/BR/MIN/167357/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA POKHAR BHINDA,BSCPL INFRASTRUCTURE LTD MAUZA POKHAR BHINDA,Delisted,EC,, 
402,403,2,SIA/BR/MIN/129794/2019,,"Brick Earth Mining Project at Village- Pathar, P.o.- Garhani, P.S.-Charpokhri, Dist.-Bhojpur (Bihar)",M/S PRANAM EATA,Delisted,EC,, 
403,404,3,SIA/BR/MIN/31469/2019,SIA/1(a)/644/19,"Sand mining project on Phulari ghat on Son river in district Bhojpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
404,405,4,SIA/BR/MIN/130495/2019,,"Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare M/s N.S Int Udyog at Mauza- Singari, P.O + P.S + Block- Bagaha, District- West Champaran, State- Bihar",M/S N.S INT UDYOG,Delisted,EC,, 
405,406,5,SIA/BR/MIN/130417/2019,,"Brick Earth Mining Project at Village- Pitambarpur, P.O- Dumri, P.S- Fatuha, District-Patna (Bihar)",M/S- RIYA BRICKS,Delisted,EC,, 
406,407,6,SIA/BR/MIN/130425/2019,,"Soil Mining Project of Area 12.00 Acres or 4.858 Hectare for Bishwa Raman Kumar Singh at Mauza-Barauni Malhipur, P.O- Malhipur (BTPF), P.S- Teghra, Block- Barauni, District- Begusarai, State- Bihar",BISHWA RAMAN KUMAR SINGH,Delisted,EC,, 
407,408,7,SIA/BR/MIN/130725/2019,,M/s radha Bricks,M/S. RADHA BRICKS,Delisted,EC,, 
408,409,9,SIA/BR/MIN/141721/2020,,"Soil Mining Project at Mauza- Mohan Kundi, Post- Kiul, P.S- Kiul, District- Lakhisarai(Bihar)",M/S RAJ KUMAR SINGH RAJA CONSTRUCTION PVT. LT.D,Delisted,EC,, 
409,410,10,SIA/BR/MIN/144329/2020,,"Brick Earth Mining Project at Mauza- Konar, P.O- Garatol, P.S- Phulparas, District- Madhubani (Bihar)",M/S- MITHILA INT UDYGOG,Delisted,EC,, 
410,411,1,SIA/BR/MIN/445975/2023,SIA/1(a)/2335/2023,"Sand Mining Project, Arwal Son Sonbarsa (Arwal Son 02) Sand Ghat of District- Arwal , State-Bihar",FRONTLINE (NCR) BUSINESS SOLUTIONS PRIVATE LIMITED,EC Granted,EC,, 
411,412,2,SIA/BR/MIN/443633/2023,SIA/1(a)/2270/2023,"Sand Ghat Mining Project (Ulai River Block No. -01 Sand Ghat) on Ulai River bed at District- Jamui, Bihar.",RAKESH KUMAR LAKHISARAI,EC Granted,EC,, 
412,413,3,SIA/BR/MIN/64510/2017,SIA/1(a)/480/17,Sand Mining Project at Baluganj sand Ghat on Buddh River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
413,414,4,SIA/BR/MIN/64505/2017,SIA/1(a)/477/17,Sand mining Project at Fatehpur Ghat on Falgu River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
414,415,5,SIA/BR/INFRA2/409622/2022,SIA/8(a)/2074/2022,"Construction of Permanent Structures in Campus of S.D.R.F. Bihta, Patna on EPC (Engineering Procurement and Construction) basis",Public Works Department,EC Granted,EC,, 
415,416,6,SIA/BR/NCP/64052/2017,,"Commercial Project “Delight Mall FO” at Plot No.-49, 54, 55, 56 & 57, Khata No.-84, 90 & 94, Tauzi No.-5519, Thana No.-22 Mauza- Jalalpur, Thana-Danapur Patna Bihar",MERIDIAN CONSTRUCTION INDIA LIMITED,Delisted,EC,, 
416,417,7,SIA/BR/MIN/444067/2023,SIA/1(a)/2346/2023,Sand Mining Project of Area 45.0 Ha at Bhojpur Ghat 36 on Sone River of District-Bhojpur State-Bihar.,SUSHIL KUMAR,EC Granted,EC,, 
417,418,8,SIA/BR/MIN/430260/2023,SIA/1(a)/2072/2022,Sand Mining Project at Kiul River Cluster II (Block No.- 11 & 12) Lakhisarai Sand Ghat over an area of 32.0 Hect.,GOPAL KUMAR,EC Granted,EC,, 
418,419,9,SIA/BR/MIN/60871/2016,SIA/1(a)/401/16,Sand Mining Project at Dariapur Ghat on river Ganga,BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
419,420,10,SIA/BR/MIN/446997/2023,SIA/1(a)/2443/2023,Sand Mining Project of Unit-3  sand ghats of total Area 9.28 Ha at Bagmati  River of District-Sheohar of State-Bihar,BABA BHUBANESWAR NATH CONSTRUCTION PRIVATE LIMITED,EC Granted,EC,, 
420,421,1,SIA/BR/MIS/81146/2018,,"Silver Coast 
(A Project of Sarvodaya Grih Nirman Pvt Ltd)",SARVODAYA GRIH NIRMAN PVT LTD,Delisted,EC,, 
421,422,2,SIA/BR/MIN/60620/2016,SIA/1(a)/367/16,"Proposed Sand Mining Project of Area 24 Ha at Daftarpur Raharia Ghat on Ganga River
of District- Saran of State- Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
422,423,3,SIA/BR/MIN/71035/2017,SIA/1(a)/537/18,STONE MINING PROJECT AT BLOCK 21&22,PRINCECONSJAMUI,Delisted,EC,, 
423,424,4,SIA/BR/MIN/32620/2019,SIA/1(a)/677/19,Sand mining project at Aslampur Dullah ghat on Son river over an area of 15 ha in district Arwal in Bihar,MOR MUKAT MARKETING PRIVATE LIMITED,Referred Back to SEAC(A),EC,, 
