"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"11",1,"SIA/PB/MIS/110787/2019","SEIAA/PB/NCP/EC/2019/21","LOK AWAS","VERA DEVELOPERS PVT LTD","EC Granted","EC",NA
"12",2,"SIA/PB/MIS/68321/2021","","Mega Integrated Residential Township","MEGA INTEGRATED RESIDENTIAL TOWNSHIP","Delisted","EC",NA
"13",3,"SIA/PB/IND/36904/2018","SEIAA/PB/IND/EC/2019/16","M/s Hansco Iron & Steel (P) Limited","HANSCO IRON AND STEEL PVT LIMITED","EC Granted","EC",NA
"14",4,"SIA/PB/IND2/204489/2021","","Proposed installation of 200 KLPD grain based Ethanol Plant (Biofuel) and 10 MW of Power Cogeneration at the existing grain based distillery plant located at Village Machhana and Sangat Kalan, Tehsil Sangat, District Bathinda, Punjab","BCL INDUSTRIES LTD.","Delisted","EC",NA
"15",5,"SIA/PB/MIS/235639/2021","SEIAA/PB/MIS/2022/EC/02","CENTRAL STREET","ALAKNANDA ENTERPRISES","EC Granted","EC",NA
"16",6,"SIA/PB/MIN/177777/2020","SEIAA/PB/MIN/EC/2020/25","Chamb Sand mining Project","PRIME VISION INDUSTRIES PVT LTD","EC Granted","EC",NA
"17",7,"SIA/PB/MIN/42052/2019","","Brick earth excavation project by M/s Sharma & Company BKO","M/S SHARMA & COMPANY BKO","Pending at PP due to eds","EC",NA
"18",8,"SIA/PB/MIN/149047/2020","SEIAA/PB/MIN/EC/2020/11","Environment Clearance of Mining lease Located at Village- Jama Rakhaiya Uttar, Tehsil & District- Ferozepur on the Agricultural Land having an area of  1.65 ha","PRIME VISION INDUSTRIES PVT LTD","EC Granted","EC",NA
"19",9,"SIA/PB/IND/63738/2020","SEIAA/PB/IND/EC/14","Expansion in the existing Steel Manufacturing Unit ""M/s Sharu Special Alloys Pvt. Ltd. Unit-II"" located at Village- Mehlon, Kohara-Lakhowal road, District- Ludhiana< Punjab","M/S SHARU SPECIAL ALLOYS PVT. LTD. UNIT-II","EC Granted","EC",NA
"20",10,"SIA/PB/IND3/248344/2021","SEIAA/PB/IND/2022/EC(EXP)/01","Proposed Expansion in API Drug Manufacturing Unit namely ""M/s Infinity Laboratories Private Limited ""at Village-Behra, Gulabgarh-Behra road, Tehsil-Derabassi, District-SAS Nagar, State-Punjab.","INFINITY LABORATORIES PRIVATE LIMITED","EC Granted","EC",NA
"21",7,"SIA/PB/MIS/272060/2022","SEIAA/PB/MIS/2022/EC/22","Commercial Project namely “Medallion 68” located at Plot No. 2 & 3, Sector 68, Distt. SAS Nagar, Mohali, (Punjab) by M/s Turnstone Realty LLP.","M/S TURNSTONE REALTY LLP","EC Granted","EC",NA
"22",8,"SIA/PB/MIS/201862/2021","SEIAA/PB/MIS/EC/02","Mohali Citi Centre","M/S KLG JEWELLERS","EC Granted","EC",NA
"23",10,"SIA/PB/IND/256882/2022","SEIAA/PB/IND/2022/EC/10","Expansion of steel manufacturing unit namely JMK Industries","JMK INDUSTRIES","EC Granted","EC",NA
"24",1,"SIA/PB/IND2/203524/2021","SEIAA/PB/IND2/EC/13","M/s. MR PHARMACHEM","M/S. MR PHARMACHEM","EC Granted","EC",NA
"25",2,"SIA/PB/MIS/179894/2020","","Expansion of Pragma Medical Institute at Dabwali Road, Bathinda, Punjab by Pragma Medical Institute (A Unit of Gill Medicare Private Limited)","PRAGMA MEDICAL INSTITUTE (A UNIT OF GILL MEDICARE PRIVATE LIMITED)","WithdrawEC","EC",NA
"26",3,"SIA/PB/NCP/50809/2015","","Expansion of Educational Institute namely “Thapar Institute of Engineering and Technology","THAPAR INSTITUTE OF ENGINEERING AND TECHNOLOGY (DEEMED TO BE UNIVERSITY)","WithdrawEC","EC",NA
"27",4,"SIA/PB/IND2/173982/2020","SEIAA/PB/IND/EC/2021/03","Vincit Labs Private Limited","VINCIT LABS PRIVATE LIMITED","EC Granted","EC",NA
"28",5,"SIA/PB/MIS/95481/2019","SEIAA/PB/NCP/EC/2019/19","GBP CAMELLIA RISE","GUPTA BUILDERS AND PROMOTERS PVT LIMITED","Delisted","EC",NA
"29",6,"SIA/PB/MIN/148039/2020","SEIAA/PB/MIN/EC/2020/18","Mining  lease Located at Village Sadhu Shah Wala, Tehsil  & District Ferozepur on the Agricultural Land having an area of  4.02 ha","PRIME VISION INDUSTRIES PVT LTD","Delisted","EC",NA
"30",7,"SIA/PB/MIS/165935/2020","","Group Housing Project namely “Ludhiana Heights” at Village- Balloke (Hadbast No.103), Tehsil and Distt. Ludhiana (Punjab) by M/s Chatly Estate Pvt. Ltd.","CHATLY ESTATES PVT. LTD.","WithdrawEC","EC",NA
"31",8,"SIA/PB/MIN/147941/2020","","Gugran Gravel Mine, Block No. – 6, Hadbast No. –84, River Bed Material [Gravel (minor mineral)]","M/S SAINIK INDUSTRIES PRIVATE LIMITED","Delisted","EC",NA
"32",9,"SIA/PB/MIN/35045/2017","SEIAA/PB/MIN/EC/2019/01","Rana -2 Sand Mine Project","RANA - 2 SAND MINING PROJECT","Delisted","EC",NA
"33",10,"SIA/PB/IND3/76857/2022","SEIAA/PB/IND/2022/EC/14","Bansal and Bansal Organics at Plot A5 Industrial focal Point Raikot District Ludhiana punjab","BANSAL & BANSAL ORGANICS","EC Granted","EC",NA
"34",9,"SIA/PB/IND/63124/2020","SEIAA/PB/IND/EC/10","Expansion in the existing Steel Manufacturing Unit namely ""M/s J.N. Tayal Steels Private Limited"" at village- Bhagwanpura, Dehlon road, Tehsil- Ludhiana East, District- Ludhiana, Punjab","M/S J.N. TAYAL STEELS (P) LTD.","EC Granted","EC",NA
"35",1,"SIA/PB/MIN/148442/2020","SEIAA/PB/MIN/EC/2020/10","Mining lease Located at Village Gatti Harike, Tehsil Zira , District Ferozepur on the Agricultural Land having an area of  0.81 ha","PRIME VISION INDUSTRIES PVT LTD","Delisted","EC",NA
"36",2,"SIA/PB/MIS/268718/2022","SEIAA/PB/MIS/2022/EC/19","Warehouse Project at (H.B. No. 79), Village Chamaru, Tehsil Rajpura, Distt. Patiala, Punjab by M/s Xplent Logistics Park Pvt. Ltd.","XPLENT LOGISTICS PARK PRIVATE LIMITED","EC Granted","EC",NA
"37",3,"SIA/PB/MIS/82403/2020","SEIAA/PB/MIS/2022/EC/31","","SUNTEC CITY BY M/S. THE INDIAN CO-OP HOUSE BUILDING SOCIETY LTD","EC Granted","EC",NA
"38",4,"SIA/PB/MIN/150571/2020","SEIAA/PB/MIN/EC/2020/07","Mining lease Located at Village-Baggi Patni urf Mohkam Wala , Tehsil- Zira, District –Ferozepur, Punjab on the Agricultural Land having an area of 1.87 ha","PRIME VISION INDUSTRIES PVT LTD","Delisted","EC",NA
"39",5,"SIA/PB/MIN/440018/2023","SEIAA/PB/MIN/2023/EC/48","Proposed sand mining project (Boulder, gravel, sand) as per DSR NO. SEIAA/MS/2023/212 on the Satluj River Bed (PO_SN_BL_ST_15_15A) located in village- Khoja/Niana, dugri/Niana, Tehsil- Balachaur, District- SBS Nagar, State Punjab through XEN/DMO District SBS Nagar Government of Punjab","EXECUTIVE ENGINEER-CUM- DISTRICT MINING OFFICER","EC Granted","EC",NA
"40",6,"SIA/PB/MIN/151335/2020","","Sariana-1 Gravel Mining Project, Village-Sariana, District-Hosiyarpur, Punjab, Production-70635","PRIME VISION INDUSTRIES PRIVATE LIMITED","Delisted","EC",NA
"41",7,"SIA/PB/MIS/41648/2009","","Expansion and Modification of residential project “Bhakti Park”","M/S HPCL MITTAL ENERGY LTD (HMEL)","Delisted","EC",NA
"42",8,"SIA/PB/IND2/174361/2020","SEIAA/PB/IND/EC/2020/25","Sourav Chemicals Limited","M/S SOURAV CHEMICALS LIMITED","EC Granted","EC",NA
"43",9,"SIA/PB/IND/36822/2018","SEIAA/PB/IND/EC/2019/15","M/s H.L. Chopra Steel Rolling Mills","M/S H.L.CHOPRA STEEL ROLLING MILLS","EC Granted","EC",NA
"44",10,"SIA/PB/MIS/243835/2021","SEIAA/PB/MIS/2022/EC/16","Group Housing project namely “Amritsar One” at  Shubham Enclave, Besides NH-1, Amritsar, Punjab by M/s ATM Estates Pvt. Ltd.","M/S ATM ESTATES PVT. LTD.","EC Granted","EC",NA
"45",1,"SIA/PB/MIN/39192/2019","","Mining of Sand from River Sutlej situated in Village Molana, District Rupnagar, Punjab proposed by M/s Kuldeep Singh & Bros","M/S KULDEEP SINGH & BROS","Pending at PP due to eds","EC",NA
"46",2,"SIA/PB/MIS/272275/2022","SEIAA/PB/MIS/2022/EC/23","JUBILEE CLIO","JUBILEE JOY HOMES LLP","EC Granted","EC",NA
"47",3,"SIA/PB/MIS/107771/2019","SEIAA/PB/NCP/EC/EXP/2019/18","CITY OF DREAMS -II","CREDO ASSETS PRIVATE LIMITED","EC Granted","EC",NA
"48",4,"SIA/PB/MIS/48965/2009","SEIAA/PB/MIS/EC/2020/07","Expansion of Residential Township Project “HMEL Township”","M/S HPCL MITTAL ENERGY LTD (HMEL)","EC Granted","EC",NA
"49",5,"SIA/PB/MIS/254713/2022","SEIAA/PB/MIS/2022/EC(EXP)/02","HERMITAGE CENTRALIS","HERMITAGE INFRA DEVELOPERS","EC Granted","EC",NA
"50",6,"SIA/PB/MIS/284629/2022","SEIAA/PB/MIS/2022/EC/27","Commercial Project “Fintech Square” at CP-2 Industrial Focal Point, Phase-8A, Sector-75, Mohali (Punjab) by M/s VRS Infrastructures","VRS INFRASTRUCTURES","EC Granted","EC",NA
"51",7,"SIA/PB/IND/22227/2018","SEIAA/PB/IND/2019/EIA/08","Steel Manufacturing Unit namely ""Oasis Enterprises Pvt. Ltd. "" for Increasing the production capacity to 1000 TPD.","OASIS ENTERPRISES PVT. LTD.","EC Granted","EC",NA
"52",8,"SIA/PB/MIN/149028/2020","SEIAA/PB/MIN/EC/2020/14","Sand Mining Project at village Talli Saida Sahu ,Teshil & District Firozpur","PRIME VISION INDUSTRIES PVT LTD","EC Granted","EC",NA
"53",9,"SIA/PB/MIS/127612/2019","SEIAA /PB/ MIS / EC / 2019 / 26","M/s Binny Warehousing","M/S BINNY WAREHOUSING","EC Granted","EC",NA
"54",10,"SIA/PB/MIN/436674/2023","SEIAA/PB/MIN/2023/EC/44","Dagana Kalan Sand Mine (Choe Bed, Lease Code: NS 05)","EXECUTIVE ENGINEER, HOSHIARPUR DRAINAGE DIVISION, HOSHIARPUR","EC Granted","EC",NA
"55",1,"SIA/PB/INFRA2/454546/2023","SEIAA/PB/MIS/2023/EC/74","THE WELLNESS CITY","GREENLAND REALCON PRIVATE LIMITED","Under examination of SEAC","EC",NA
"56",2,"SIA/PB/MIN/38270/2016","","AMBAY BRICK KILN CO VILLAGE GORKHNATH TEHSIL BUDHLADA DISTT MANSA","AMBAY BRICKS KILAN CO","Delisted","EC",NA
"57",3,"SIA/PB/MIN/42974/2016","","dhaliwal gram udyog","THE DHALIWAL GRAAM UDYOG SAMITI","Delisted","EC",NA
"58",4,"SIA/PB/NCP/74716/2018","SEIAA/PB/NCP/EC/2018/09","HERMITAGE CENTRALIS","HERMITAGE INFRA DEVELOPERS","EC Granted","EC",NA
"59",5,"SIA/PB/MIN/48451/2016","","M/s Mukand Lal Roshan Lal BKO Village Mohan Ke Hithar","MS MUKAND LAL ROSHAN LAL BKO","Delisted","EC",NA
"60",6,"SIA/PB/NCP/50084/2016","SEIAA/PB/BLDG CONST/EC/2016/11","JOYNEST MOH 1","AMAZING REAL ESTATE PVT LTD","EC Granted","EC",NA
"61",7,"SIA/PB/NCP/74930/2018","SEIAA/PB/NCP/EC/Exp./2018/01","SUSHMA GRANDE NXT","SBL BUILDERS PVT LTD","EC Granted","EC",NA
"62",8,"SIA/PB/NCP/58465/2016","SEIAA/PB/NCP/EC/2016/32","Group Housing Project “City Of Dreams - II” located at Village Sante Majra, Sector-116, Kharar, Distt. SAS Nagar (Greater Mohali), Punjab","CREDO ASSETS PRIVATE LIMITED","EC Granted","EC",NA
"63",10,"SIA/PB/IND/23152/2018","SEIAA/PB/IND/EIA/2019/06","Steel Manufacturing Unit namely Jagat Metals Pvt. Ltd. for increasing the production capacity to 250 TPD at Village Ambey Majra, Near 220 KV Power House, Mandi Gobindgarh, District Fatehgarh Sahib, Pu","JAGAT METALS PVT. LTD.","EC Granted","EC",NA
"64",1,"SIA/PB/MIS/108792/2019","SEIAA/PB/NCP/EC/2019/23","Warehouse Project at Plot Nos. B-3 to B-8 and A-4, Focal Point, Ludhiana, Punjab by M/s Nahar Industrial Enterprises Ltd.","NAHAR INDUSTRIAL ENTERPRISES LIMITED","EC Granted","EC",NA
"65",2,"SIA/PB/IND/37324/2018","SEIAA/PB/IND/EC/2020/23","M/s Vimal Alloys (P) Limited","VIMAL ALLOYS PVT LTD","EC Granted","EC",NA
"66",4,"SIA/PB/MIN/64286/2017","SEIAA/PB/MIN/NON-COAL//2017/35","Sand Mining Project at Village: Arzidarya Bramad Paragpur, Tehsil: Balachaur, District: SBS Nagar, State: Punjab","DIC PUNJAB","EC Granted","EC",NA
"67",5,"SIA/PB/MIN/47897/2016","","Mining of Brick Earth in village Mukari by M/S Jai Laxmi Bricks","JAI LAXMI BRICKS","Delisted","EC",NA
"68",6,"SIA/PB/IND/73698/2021","SEIAA/PB/IND/2022/EC/11","Expansion in existing Steel manufacturing unit namely AARTI STEELS LIMITED located at village Harian P.O. Uppal  Machhiwara road Tehsil Koom Kalan District Ludhiana Punjab .","M/S AARTI STEELS LIMITED (MACHHIWARA PLANT)","EC Granted","EC",NA
"69",7,"SIA/PB/MIS/127933/2019","SEIAA/PB/NCP/2019/26","Aura Gazania","AURA BUILDTECH PVT LTD","EC Granted","EC",NA
"70",8,"SIA/PB/MIN/150650/2020","SEIAA/PB/MIN/EC/2020/08","Mining lease Kohala located at  Village- Kohala  , Tehsil-Zira, District–Ferozepur, Punjab on the Agricultural Land having an area of  1.99 ha","PRIME VISION INDUSTRIES PVT LTD","EC Granted","EC",NA
"71",9,"SIA/PB/IND/77529/2018","SEIAA/PB/IND/2022/EC/16","Proposed New Steel Manufacturing Unit P.V. Industries at Village Alour Peer Gajju Shah road Tehsil Khanna District Ludhiana","M/S P.V. INDUSTRIES","EC Granted","EC",NA
"72",10,"SIA/PB/IND/67276/2018","SEIAA/PB/IND/2021/EC/17","Steel Manufacturing Unit for increasing the production capacity to 1,10,000 TPA located at Village Ambey Majra, Mandi Gobindgarh, Distt. Fatehgarh Sahib, Punjab by M/s Bassi Alloys Pvt. Ltd.","BASSI ALLOYS PRIVATE LIMITED","EC Granted","EC",NA
"73",1,"SIA/PB/MIN/42070/2019","","Brick earth excavation project M/s Khanduja Brothers (Brick Kiln))","M/S KHANDUJA BROTHERS","Pending at PP due to eds","EC",NA
"74",2,"SIA/PB/MIS/97341/2019","","FASHION TECHNOLOGY PARK","CHANDIGARH OVERSEAS PVT LTD","Delisted","EC",NA
"75",3,"SIA/PB/MIS/136532/2020","SEIAA/PB/MIS/EC/2020/04","city of dreams 5","CREDO ASSETS PRIVATE LIMITED","EC Granted","EC",NA
"76",4,"SIA/PB/MIS/136949/2020","","Mixed use project by M/s Silicon Construction Pvt. Lmt","MIX USE PROJECT BY M/S SILICON CONSTRUCTIONS PVT. LTD.","Delisted","EC",NA
"77",5,"SIA/PB/MIS/72657/2020","SEIAA/PB/MIS/2022/EC(EXP)/06","LOK AWAS","VERA DEVELOPERS PVT LTD","EC Granted","EC",NA
"78",6,"SIA/PB/MIN/150611/2020","SEIAA/PB/MIN/EC/2020/17","Mining lease Mamdot Uttar-2 Located at Village- Mamdot Uttar, Tehsil- Ferozepur, District-Ferozepur, Punjab on the Agricultural Land having an area of 1.01 ha","PRIME VISION INDUSTRIES PVT LTD","EC Granted","EC",NA
"79",7,"SIA/PB/MIS/212093/2021","SEIAA/PB/MIS/EC/09","THE ZIRK","URBAN NEST PROJECTS LLP","EC Granted","EC",NA
"80",8,"SIA/PB/MIS/212226/2021","SEIAA/PB/MIS/EC/04","Expansion of Warehouse Project (Agro based & Non-agro based)","M/S LUDHIANA LOGISTICS PARK LLP","EC Granted","EC",NA
"81",9,"SIA/PB/MIS/260181/2022","SEIAA/PB/MIS/2022/EC/18","Proposed Warehouse Project","STAR ENTERPRISES","EC Granted","EC",NA
"82",10,"SIA/PB/MIN/148050/2020","SEIAA/PB/MIN/EC/2020/04","Sand Mining  lease Located at Village Manochahl, Tehsil Zira & District Ferozepur on the Agricultural Land having an area of  2.42 ha","PRIME VISION INDUSTRIES PVT LTD","EC Granted","EC",NA
"83",1,"SIA/PB/NCP/63304/2017","SEIAA/PB/NCP/EC/2017/5","LA - PRISMA","UNITED BUILDERS","EC Granted","EC",NA
"84",2,"SIA/PB/MIN/48254/2016","","M/s  Rajinder Kumar Raj Kumar BKO   Village Ghubaya Tehsil Jalalabad Distt. Fazilka  (Punjab)","RAJINDERKUMARRAJKUMARBKO","Delisted","EC",NA
"85",3,"SIA/PB/IND1/429273/2023","SEIAA/PB/IND/2023/EC/07","Expansion in the existing Steel Manufacturing unit M/s ANJ Metal Recycling Pvt. Ltd. at Village- Tooran, Amloh road, Tehsil- Amloh, Mandi Gobindgarh, District- Fatehgarh Sahib, Punjab","ANJ METAL RECYCLING PVT. LTD.","EC Granted","EC",NA
"86",4,"SIA/PB/MIS/222773/2021","SEIAA/PB/MIS/EC/13","Hotel Project namely Medallion Edge","M/S TURNSTONE REALTY LLP","EC Granted","EC",NA
"87",6,"SIA/PB/MIS/105481/2019","SEIAA/PB/NCP/EC/2019/17","PRIME CROSS","PRIMEGATE DEVELOPERS (INDIA)","EC Granted","EC",NA
"88",7,"SIA/PB/MIN/150530/2020","","Environment Clearance of Dhun Dhaywala River Bed Sand Mining project Located at Village-Dhun Dhaywala , Tehsil & District –Tarn Taran, Punjab having an area of 4.45 ha","FRIENDS AND CO.","Delisted","EC",NA
"89",8,"SIA/PB/MIN/150576/2020","SEIAA/PB/MIN/EC/2020/05","Mining lease Located at Village-Mallanwala Junabi, Tehsil- Zira, District –Ferozepur on the Agricultural Land having an area of 1.72 ha","PRIME VISION INDUSTRIES PVT LTD","EC Granted","EC",NA
"90",9,"SIA/PB/MIS/226348/2021","SEIAA/PB/MIS/2021/EC/16","PARK HEIGHTS","GEETU CONSTRUCTIONS PRIVATE LIMITED","EC Granted","EC",NA
"91",2,"SIA/PB/MIS/259742/2022","SEIAA/PB/MIS/2022/EC/11","ATULYAM THE BLISS","APOORVA LEASING FINANCE AND INVESTMENT COMPANY LIMITED","EC Granted","EC",NA
"92",4,"SIA/PB/IND2/207127/2021","SEIAAPB/IND/2021/EC/20","Sarv Bio Pharma Pvt. Ltd.","SARV BIO PHARMA PRIVATE LIMITED","EC Granted","EC",NA
"93",6,"SIA/PB/MIN/147874/2020","","Mahespur Sand Mine","M/S PRIME VISION INDUSTRIES PRIVATE LIMITED (MINE)","Delisted","EC",NA
"94",1,"SIA/PB/MIN/33614/2015","","DIC-Sand mining project at village-Nurpur, firozpur","DIC PUNJAB","Delisted","EC",NA
"95",2,"SIA/PB/NCP/54951/2016","SEIAA/PB/NCP/BC/EC/2016/24","The Mohali Club","THE MOHALI CLUB","EC Granted","EC",NA
"96",3,"SIA/PB/MIN/42991/2016","","M L Gram Udyog Samiti 
Sangatpura Road Village Sadiq
Tehsil & District Faridkot","M L GRAM UDYOG SAMITI","Delisted","EC",NA
"97",4,"SIA/PB/MIN/150543/2020","SEIAA/PB/MIN/EC/2020/06","Mining lease Located at Village Nidhana, Tehsil Guru Har Sahai & District Ferozepur on the Agricultural Land having an area of 0.7689","PRIME VISION INDUSTRIES PVT LTD","EC Granted","EC",NA
"98",5,"SIA/PB/MIS/61019/2018","","Residential Pocket 1 of Super Mega Mixed Use Integrated Industrial Park namely “Falcon View” by M/s Janta Land Promoters Pvt. Ltd. at Sector- 66A, District SAS Nagar (Mohali), Punjab","JANTA LAND PROMOTERS PRIVATE LIMITED","Delisted","EC",NA
"99",6,"SIA/PB/IND2/21245/2017","","Proposed Railway Unloading Siding along with existing Jalandhar TOP of Bharat Petroleum Corporation Ltd.at Village  Suchi Pind,  District- Jalandhar (Punjab)","BHARAT PETROLEUM CORPORATION LIMITED JALANDHAR TOP SUCHI PIND","WithdrawEC","EC",NA
"100",7,"SIA/PB/MIS/156308/2020","SEIAA/PB/MIS/EC/2020/10","NIRWANA HEIGHTS","EAST AVENUE INFRACON PVT LTD","EC Granted","EC",NA
"101",8,"SIA/PB/MIS/105312/2019","SEIAA/PB/MIS/2022/EC/24","Commercial Project “LIC Complex” at Sector-49, SAS Nagar Mohali, Punjab. by M/s LIFE INSURANCE CORPORATION OF INDIA","MS LIFE INSURANCE CORPORATION OF INDIA","Delisted","EC",NA
"102",9,"SIA/PB/MIS/258960/2022","SEIAA/PB/MIS/2022/EC/10","Max Super Speciality Hospital (A Unit of Hometrail Buildtech Pvt Ltd) located near Civil Hospital, Phase VI, SAS Nagar, Mohali","HOMETRAIL BUILDTECH PRIVATE LIMITED","EC Granted","EC",NA
"103",10,"SIA/PB/MIS/206248/2021","SEIAA/PB/MIS/EC/04","Group Housing Residential Pocket 2B namely “Galaxy Heights II” at Sector 66A, 82 & 83, Distt. SAS Nagar, Mohali, Punjab by M/s Janta Land Promoters Private Limited.","JANTA LAND PROMOTERS PVT. LTD.","EC Granted","EC",NA
"104",2,"SIA/PB/NCP/61716/2020","SEIAA/PB/NCP/EC/01","Pharmaceutical Park (Bulk drugs & APIs and Formulations) in Wazirabad village, Fatehgarh Sahib District, Punjab.","PUNJAB SMALL INDUSTRIES & EXPORT CORPORATION LIMITED","EC Granted","EC",NA
"105",3,"SIA/PB/MIS/69508/2021","SEIAA/PB/MIS/2022/EC/14","Aerotropolis Residential Project","GREATER MOHALI DEVELOPMENT AUTHORITY GMADA","Delisted","EC",NA
"106",4,"SIA/PB/MIS/268615/2022","SEIAA/PB/MIS/2022/EC/25","Affordable Group Housing Project at H.B no. 54, Village Kishanpura, Zirakpur, Distt. SAS Nagar, Punjab by M/s Nandita Apartments and Land Developers Private Limited","NANDITA APARTMENTS AND LAND DEVELOPERS PRIVATE LIMITED","EC Granted","EC",NA
"107",9,"SIA/PB/IND3/246088/2021","SEIAA/PB/IND/2022/EC/02","M/s Quad Lifesciences Private Limited.","QUAD LIFESCIENCES PRIVATE LIMITED","EC Granted","EC",NA
"108",10,"SIA/PB/MIN/70513/2017","SEIAA/PB/MIN/NON-COAL/EC/2017/38","Kot Rajada Sand mining project","AMRITSAR SAND MINING PROJECT","Delisted","EC",NA
"109",1,"SIA/PB/NCP/50089/2016","SEIAA/PB /NCP/EC/2017/4","Group Housing Project Site No. 4 “The Crown” located at Janta Township, Sector-90-91, Dist. SAS Nagar (Mohali), Punjab by M/s. Unistar Builders Pvt. Ltd.","UNISTAR BUILDERS PVT LTD","EC Granted","EC",NA
"110",2,"SIA/PB/NCP/73959/2018","","“All India Institute of Medical Sciences”","HLL INFRA TECH SERVICES LTD","Delisted","EC",NA
"111",3,"SIA/PB/MIN/59628/2016","SEIAA/PB/MINING(NON-COAL)/EC/2017/31","Rarra Sand mining Project","DIC HOSHIARPUR","EC Granted","EC",NA
"112",4,"SIA/PB/NCP/53359/2016","SEIAA/PB/BC/EC/2016/18","International Cricket Stadium cum sports Complex by PCA","PUNJAB CRICKET ASSOCIATION","EC Granted","EC",NA
"113",5,"SIA/PB/INFRA2/442585/2023","SEIAA/PB/MIS/2023/EC/49","Commercial Project namely ""Veer Walk"" by M/s Veer Colonisers & Builders Pvt. Ltd.","VEER COLONISERS & BUILDERS (P) LTD.","EC Granted","EC",NA
"114",6,"SIA/PB/MIN/42317/2016","","brick earth mining in the revenue estate of vill. nurpur tehsil dera baba nanak distt. gurdaspur by m/s hans raj om prakash","HANS RAJ OM PRAKASH BKO","Delisted","EC",NA
"115",7,"SIA/PB/MIN/49260/2016","","M/s Kamboj BKO","MS KAMBOJ BKO","Delisted","EC",NA
"116",8,"SIA/PB/MIS/32119/2015","","RAKSHA BUSINESS CENTER","ABC SITES LIMITED","Delisted","EC",NA
"117",9,"SIA/PB/INFRA2/442656/2023","SEIAA/PB/MIS/2023/EC/50","Hospital Project namely ""100 bedded PGI Satellite Centre"" by M/s Post Graduate Institute of Medical Education and Research (PGIMER)","POST GRADUATE INSTITUTE OF MEDICAL EDUCATION AND RESEARCH CHANDIGARH","EC Granted","EC",NA
"118",10,"SIA/PB/MIN/421911/2023","SEIAA/PB/MIN/2023/EC/40","Proposed sand mining project ( Boulder, gravel, sand) as per DSR NO. SEIAA/MS/2023/87 with production capacity of  45900 TPA over an area of 4.87 Ha on the Satluj River Bed  located at village-Kanian Hussaini, tehsil- Sidhwan Bet, District- Ludhiana, Punjab through XEN/DMO District Ludhiana, Government of Punjab.","EXECUTIVE ENGINEER CUM DISTRICT MINING OFFICER LUDHIANA","EC Granted","EC",NA
"119",1,"SIA/PB/MIS/99503/2019","SEIAA/PB/NCP/EC/2019/07","M/s Chandigarh Builders and Promoters","M/S CHANDIGARH BUILDERS AND PROMOTERS","WithdrawEC","EC",NA
"120",2,"SIA/PB/MIS/284601/2022","SEIAA/PB/MIS/2022/EC/28","Dayanand Medical College and Hospital at Civil Lines Tagore Nagar Ludhiana","DAYANAND MEDICAL COLLEGE & HOSPITAL MANAGING SOCIETY","Rejection Letter Granted","EC",NA
